timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-06-26 | 04:38:00,34.77,87.22,0.35,0.05,0.0,-57.22
2025-06-26 | 04:39:00,34.8,87.24,0.28,0.05,0.0,-58.02
2025-06-26 | 04:40:00,34.83,87.23,0.31,0.05,0.0,-56.55
2025-06-26 | 04:41:00,34.86,87.2,0.29,0.05,0.0,-60.4
2025-06-26 | 04:42:00,34.87,87.15,0.29,0.05,0.0,-56.0
2025-06-26 | 04:43:00,34.86,87.1,0.28,0.05,0.0,-57.0
2025-06-26 | 04:44:00,34.82,87.04,0.3,0.05,0.0,-56.6
2025-06-26 | 04:45:00,34.76,87.01,0.3,0.05,0.0,-57.38
2025-06-26 | 04:46:00,34.7,87.02,0.28,0.05,0.0,-58.73
2025-06-26 | 04:47:00,34.67,87.06,0.26,0.05,0.0,-60.38
2025-06-26 | 04:48:00,34.69,87.13,0.28,0.05,0.0,-58.62
2025-06-26 | 04:49:00,34.76,87.22,0.3,0.05,0.0,-56.51
2025-06-26 | 04:50:00,34.88,87.32,0.29,0.05,0.0,-57.02
2025-06-26 | 04:51:00,35.01,87.4,0.27,0.05,0.0,-55.81
2025-06-26 | 04:52:00,35.12,87.46,0.25,0.05,0.0,-56.94
2025-06-26 | 04:53:00,35.18,87.48,0.3,0.05,0.0,-57.65
2025-06-26 | 04:54:00,35.16,87.47,0.33,0.05,0.0,-57.14
2025-06-26 | 04:55:00,35.07,87.42,0.26,0.05,0.0,-57.32
2025-06-26 | 04:56:00,34.94,87.36,0.32,0.05,0.0,-57.86
2025-06-26 | 04:57:00,34.8,87.28,0.26,0.05,0.0,-58.25
2025-06-26 | 04:58:00,34.69,87.22,0.29,0.05,0.0,-58.75
2025-06-26 | 04:59:00,34.64,87.17,0.29,0.05,0.0,-56.71
2025-06-26 | 05:00:00,34.66,87.14,0.26,0.05,0.0,-57.84
2025-06-26 | 05:01:00,34.74,87.14,0.29,0.05,0.0,-57.21
2025-06-26 | 05:02:00,34.85,87.17,0.26,0.05,0.0,-56.65
2025-06-26 | 05:03:00,34.96,87.22,0.31,0.05,0.0,-55.32
2025-06-26 | 05:04:00,35.02,87.28,0.32,0.05,0.0,-58.65
2025-06-26 | 05:05:00,35.05,87.34,0.29,0.05,0.0,-58.74
2025-06-26 | 05:06:00,35.03,87.4,0.3,0.05,0.0,-56.11
2025-06-26 | 05:07:00,34.98,87.46,0.31,0.05,0.0,-55.42
2025-06-26 | 05:08:00,34.95,87.51,0.23,0.05,0.0,-56.97
2025-06-26 | 05:09:00,34.94,87.57,0.29,0.05,0.0,-58.05
2025-06-26 | 05:10:00,34.97,87.63,0.29,0.05,0.0,-56.96
2025-06-26 | 05:11:00,35.03,87.69,0.29,0.05,0.0,-59.78
2025-06-26 | 05:12:00,35.1,87.74,0.3,0.05,0.0,-57.63
2025-06-26 | 05:13:00,35.15,87.78,0.25,0.05,0.0,-55.28
2025-06-26 | 05:14:00,35.17,87.8,0.26,0.05,0.0,-56.54
2025-06-26 | 05:15:00,35.14,87.79,0.25,0.05,0.0,-57.54
2025-06-26 | 05:16:00,35.08,87.74,0.27,0.05,0.0,-58.51
2025-06-26 | 05:17:00,35.0,87.68,0.28,0.05,0.0,-58.08
2025-06-26 | 05:18:00,34.93,87.59,0.28,0.05,0.0,-55.75
2025-06-26 | 05:19:00,34.89,87.52,0.24,0.05,0.0,-58.52
2025-06-26 | 05:20:00,34.89,87.47,0.27,0.05,0.0,-57.18
2025-06-26 | 05:21:00,34.93,87.44,0.26,0.05,0.0,-57.94
2025-06-26 | 05:22:00,34.98,87.46,0.27,0.05,0.0,-58.29
2025-06-26 | 05:23:00,35.02,87.5,0.3,0.05,0.0,-57.7
2025-06-26 | 05:24:00,35.05,87.55,0.27,0.05,0.0,-58.78
2025-06-26 | 05:25:00,35.04,87.6,0.27,0.05,0.0,-59.08
2025-06-26 | 05:26:00,35.0,87.63,0.28,0.05,0.0,-59.93
2025-06-26 | 05:27:00,34.96,87.64,0.28,0.05,0.0,-56.45
2025-06-26 | 05:28:00,34.92,87.62,0.29,0.05,0.0,-57.38
2025-06-26 | 05:29:00,34.91,87.6,0.31,0.05,0.0,-55.04
2025-06-26 | 05:30:00,34.93,87.57,0.31,0.05,0.0,-57.73
2025-06-26 | 05:31:00,34.97,87.56,0.25,0.05,0.0,-59.42
2025-06-26 | 05:32:00,35.03,87.58,0.26,0.05,0.0,-56.45
2025-06-26 | 05:33:00,35.07,87.61,0.28,0.05,0.0,-58.19
2025-06-26 | 05:34:00,35.09,87.66,0.23,0.05,0.0,-57.49
2025-06-26 | 05:35:00,35.08,87.72,0.27,0.05,0.0,-57.24
2025-06-26 | 05:36:00,35.05,87.76,0.28,0.05,0.0,-55.72
2025-06-26 | 05:37:00,35.02,87.79,0.29,0.05,0.0,-57.99
2025-06-26 | 05:38:00,34.99,87.81,0.27,0.05,0.0,-58.48
2025-06-26 | 05:39:00,34.97,87.82,0.27,0.05,0.0,-57.65
2025-06-26 | 05:40:00,34.97,87.82,0.27,0.05,0.0,-53.07
2025-06-26 | 05:41:00,34.98,87.84,0.28,0.05,0.0,-58.09
2025-06-26 | 05:42:00,34.99,87.86,0.24,0.05,0.0,-56.7
2025-06-26 | 05:43:00,34.98,87.88,0.25,0.05,0.0,-57.74
2025-06-26 | 05:44:00,34.97,87.91,0.29,0.05,0.0,-58.0
2025-06-26 | 05:45:00,34.95,87.92,0.28,0.05,0.0,-57.15
2025-06-26 | 05:46:00,34.93,87.91,0.27,0.05,0.0,-57.04
2025-06-26 | 05:47:00,34.93,87.89,0.26,0.05,0.0,-57.06
