timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-06-27 | 02:06:00,32.81,83.4,0.24,0.05,0.0,-60.46
2025-06-27 | 02:07:00,32.86,82.96,0.28,0.05,0.0,-56.79
2025-06-27 | 02:08:00,32.94,82.76,0.25,0.05,0.0,-57.75
2025-06-27 | 02:09:00,33.03,82.55,0.29,0.05,0.0,-58.03
2025-06-27 | 02:10:00,33.11,82.34,0.29,0.05,0.0,-60.37
2025-06-27 | 02:11:00,33.15,82.49,0.26,0.05,0.0,-58.17
2025-06-27 | 02:12:00,33.17,82.65,0.29,0.05,0.0,-55.3
2025-06-27 | 02:13:00,33.17,82.8,0.29,0.05,0.0,-57.44
2025-06-27 | 02:14:00,33.17,82.95,0.29,0.05,0.0,-59.62
2025-06-27 | 02:15:00,33.19,83.11,0.27,0.05,0.0,-58.99
2025-06-27 | 02:16:00,33.23,83.04,0.28,0.05,0.0,-56.18
2025-06-27 | 02:17:00,33.29,82.98,0.32,0.05,0.0,-58.04
2025-06-27 | 02:18:00,33.34,82.91,0.26,0.05,0.0,-57.39
2025-06-27 | 02:19:00,33.37,83.02,0.28,0.05,0.0,-57.8
2025-06-27 | 02:20:00,33.35,83.13,0.28,0.05,0.0,-58.54
2025-06-27 | 02:21:00,33.28,83.24,0.28,0.05,0.0,-59.65
2025-06-27 | 02:22:00,33.19,83.38,0.24,0.05,0.0,-57.18
2025-06-27 | 02:23:00,33.09,83.52,0.24,0.05,0.0,-57.76
2025-06-27 | 02:24:00,33.03,83.66,0.27,0.05,0.0,-58.33
2025-06-27 | 02:25:00,33.04,83.8,0.27,0.05,0.0,-58.21
2025-06-27 | 02:26:00,33.11,83.94,0.29,0.05,0.0,-57.99
2025-06-27 | 02:27:00,33.25,84.08,0.3,0.05,0.0,-57.38
2025-06-27 | 02:28:00,33.42,83.79,0.29,0.05,0.0,-57.64
2025-06-27 | 02:29:00,33.58,84.69,0.28,0.05,0.0,-57.26
2025-06-27 | 02:30:00,33.69,83.91,0.28,0.05,0.0,-57.52
2025-06-27 | 02:31:00,33.74,84.21,0.29,0.05,0.0,-56.25
2025-06-27 | 02:32:00,33.71,84.52,0.29,0.05,0.0,-58.52
2025-06-27 | 02:33:00,33.63,84.82,0.27,0.05,0.0,-58.17
2025-06-27 | 02:34:00,33.53,84.59,0.31,0.05,0.0,-55.34
2025-06-27 | 02:35:00,33.45,84.36,0.29,0.05,0.0,-57.02
2025-06-27 | 02:36:00,33.41,84.13,0.28,0.05,0.0,-59.77
2025-06-27 | 02:37:00,33.41,83.9,0.28,0.05,0.0,-58.67
2025-06-27 | 02:38:00,33.43,83.67,0.27,0.05,0.0,-58.71
2025-06-27 | 02:39:00,33.48,84.05,0.3,0.05,0.0,-56.36
2025-06-27 | 02:40:00,33.51,84.42,0.26,0.05,0.0,-56.8
2025-06-27 | 02:41:00,33.53,84.8,0.28,0.05,0.0,-57.39
2025-06-27 | 02:42:00,33.53,84.96,0.25,0.05,0.0,-56.91
2025-06-27 | 02:43:00,33.55,85.12,0.29,0.05,0.0,-58.73
2025-06-27 | 02:44:00,33.58,85.28,0.31,0.05,0.0,-58.1
2025-06-27 | 02:45:00,33.65,84.71,0.24,0.05,0.0,-59.38
2025-06-27 | 02:46:00,33.74,84.14,0.27,0.05,0.0,-57.52
2025-06-27 | 02:47:00,33.85,84.96,0.26,0.05,0.0,-56.92
2025-06-27 | 02:48:00,33.94,84.94,0.29,0.05,0.0,-57.5
2025-06-27 | 02:49:00,33.99,84.93,0.25,0.05,0.0,-60.74
2025-06-27 | 02:50:00,33.97,85.04,0.28,0.05,0.0,-57.7
2025-06-27 | 02:51:00,33.89,85.15,0.29,0.05,0.0,-58.27
2025-06-27 | 02:52:00,33.77,85.26,0.3,0.05,0.0,-58.34
2025-06-27 | 02:53:00,33.66,85.37,0.29,0.05,0.0,-58.44
2025-06-27 | 02:54:00,33.59,85.48,0.28,0.05,0.0,-59.04
2025-06-27 | 02:55:00,33.58,85.59,0.25,0.05,0.0,-57.61
2025-06-27 | 02:56:00,33.66,85.65,0.28,0.05,0.0,-56.8
2025-06-27 | 02:57:00,33.78,85.72,0.25,0.05,0.0,-58.96
2025-06-27 | 02:58:00,33.92,85.79,0.25,0.05,0.0,-54.8
2025-06-27 | 02:59:00,34.04,85.73,0.25,0.05,0.0,-57.69
2025-06-27 | 03:00:00,34.09,85.68,0.27,0.05,0.0,-58.28
2025-06-27 | 03:01:00,34.07,85.74,0.31,0.05,0.0,-59.58
2025-06-27 | 03:02:00,33.99,85.8,0.29,0.05,0.0,-56.15
2025-06-27 | 03:03:00,33.89,85.85,0.31,0.05,0.0,-56.74
2025-06-27 | 03:04:00,33.8,85.91,0.24,0.05,0.0,-57.75
2025-06-27 | 03:05:00,33.77,85.97,0.28,0.05,0.0,-58.19
2025-06-27 | 03:06:00,33.79,86.02,0.3,0.05,0.0,-55.68
2025-06-27 | 03:07:00,33.88,86.08,0.26,0.05,0.0,-56.96
2025-06-27 | 03:08:00,33.99,86.13,0.25,0.05,0.0,-58.58
2025-06-27 | 03:09:00,34.09,86.19,0.26,0.05,0.0,-59.4
2025-06-27 | 03:10:00,34.15,86.01,0.28,0.05,0.0,-57.12
2025-06-27 | 03:11:00,34.15,85.83,0.27,0.05,0.0,-55.42
2025-06-27 | 03:12:00,34.11,85.65,0.26,0.05,0.0,-56.85
2025-06-27 | 03:13:00,34.03,84.9,0.26,0.05,0.0,-55.09
2025-06-27 | 03:14:00,33.95,86.04,0.3,0.05,0.0,-56.38
2025-06-27 | 03:15:00,33.9,85.76,0.28,0.05,0.0,-55.56
2025-06-27 | 03:16:00,33.9,85.84,0.28,0.05,0.0,-57.44
2025-06-27 | 03:17:00,33.95,85.92,0.27,0.05,0.0,-61.38
2025-06-27 | 03:18:00,34.02,85.99,0.29,0.05,0.0,-55.19
2025-06-27 | 03:19:00,34.09,86.09,0.26,0.05,0.0,-55.13
2025-06-27 | 03:20:00,34.15,86.18,0.3,0.05,0.0,-55.66
2025-06-27 | 03:21:00,34.18,86.27,0.32,0.05,0.0,-59.35
2025-06-27 | 03:22:00,34.2,86.36,0.26,0.05,0.0,-61.79
2025-06-27 | 03:23:00,34.2,86.45,0.33,0.05,0.0,-55.96
2025-06-27 | 03:24:00,34.22,86.58,0.22,0.05,0.0,-56.85
2025-06-27 | 03:25:00,34.25,86.71,0.28,0.05,0.0,-58.76
2025-06-27 | 03:26:00,34.3,86.85,0.28,0.05,0.0,-55.96
2025-06-27 | 03:27:00,34.35,86.98,0.27,0.05,0.0,-57.72
2025-06-27 | 03:28:00,34.39,87.11,0.29,0.05,0.0,-59.58
2025-06-27 | 03:29:00,34.38,87.25,0.28,0.05,0.0,-58.76
2025-06-27 | 03:30:00,34.34,87.25,0.26,0.05,0.0,-56.16
2025-06-27 | 03:31:00,34.26,87.26,0.27,0.05,0.0,-58.04
2025-06-27 | 03:32:00,34.18,87.27,0.28,0.05,0.0,-56.84
2025-06-27 | 03:33:00,34.11,87.25,0.28,0.05,0.0,-56.74
2025-06-27 | 03:34:00,34.08,87.22,0.25,0.05,0.0,-54.95
2025-06-27 | 03:35:00,34.1,87.04,0.33,0.05,0.0,-59.45
2025-06-27 | 03:36:00,34.16,86.86,0.29,0.05,0.0,-57.15
2025-06-27 | 03:37:00,34.25,86.68,0.29,0.05,0.0,-55.85
2025-06-27 | 03:38:00,34.32,87.16,0.27,0.05,0.0,-61.12
2025-06-27 | 03:39:00,34.36,87.65,0.26,0.05,0.0,-58.75
2025-06-27 | 03:40:00,34.36,88.13,0.26,0.05,0.0,-55.15
2025-06-27 | 03:41:00,34.3,87.85,0.27,0.05,0.0,-57.57
2025-06-27 | 03:42:00,34.23,87.57,0.26,0.05,0.0,-59.54
2025-06-27 | 03:43:00,34.16,87.29,0.27,0.05,0.0,-57.93
2025-06-27 | 03:44:00,34.13,87.86,0.3,0.05,0.0,-59.87
2025-06-27 | 03:45:00,34.14,88.44,0.28,0.05,0.0,-57.1
2025-06-27 | 03:46:00,34.2,87.8,0.26,0.05,0.0,-58.1
2025-06-27 | 03:47:00,34.3,87.15,0.23,0.05,0.0,-59.16
2025-06-27 | 03:48:00,34.4,88.12,0.3,0.05,0.0,-55.89
2025-06-27 | 03:49:00,34.48,87.82,0.27,0.05,0.0,-56.39
2025-06-27 | 03:50:00,34.54,87.52,0.23,0.05,0.0,-58.07
2025-06-27 | 03:51:00,34.56,87.22,0.27,0.05,0.0,-57.88
2025-06-27 | 03:52:00,34.57,87.59,0.26,0.05,0.0,-57.92
2025-06-27 | 03:53:00,34.57,87.95,0.28,0.05,0.0,-56.26
2025-06-27 | 03:54:00,34.57,88.31,0.28,0.05,0.0,-56.92
2025-06-27 | 03:55:00,34.6,88.16,0.29,0.05,0.0,-58.18
2025-06-27 | 03:56:00,34.63,88.01,0.27,0.05,0.0,-56.35
2025-06-27 | 03:57:00,34.66,89.07,0.24,0.05,0.0,-54.59
2025-06-27 | 03:58:00,34.68,88.77,0.29,0.05,0.0,-58.03
2025-06-27 | 03:59:00,34.67,88.46,0.29,0.05,0.0,-57.56
2025-06-27 | 04:00:00,34.64,88.15,0.24,0.05,0.0,-58.2
2025-06-27 | 04:01:00,34.61,88.39,0.29,0.05,0.0,-55.77
2025-06-27 | 04:02:00,34.58,88.63,0.29,0.05,0.0,-56.8
2025-06-27 | 04:03:00,34.57,88.87,0.27,0.05,0.0,-57.87
2025-06-27 | 04:04:00,34.59,88.69,0.3,0.05,0.0,-57.67
2025-06-27 | 04:05:00,34.65,88.5,0.32,0.05,0.0,-60.0
2025-06-27 | 04:06:00,34.71,88.31,0.28,0.05,0.0,-56.23
2025-06-27 | 04:07:00,34.76,89.14,0.29,0.05,0.0,-58.46
2025-06-27 | 04:08:00,34.78,89.97,0.32,0.05,0.0,-55.38
2025-06-27 | 04:09:00,34.76,89.54,0.24,0.05,0.0,-56.09
2025-06-27 | 04:10:00,34.7,89.11,0.28,0.05,0.0,-58.2
2025-06-27 | 04:11:00,34.62,88.69,0.29,0.05,0.0,-55.17
2025-06-27 | 04:12:00,34.55,88.92,0.28,0.05,0.0,-58.56
2025-06-27 | 04:13:00,34.51,89.15,0.26,0.05,0.0,-56.51
2025-06-27 | 04:14:00,34.51,89.37,0.28,0.05,0.0,-61.38
2025-06-27 | 04:15:00,34.56,89.27,0.28,0.05,0.0,-58.29
2025-06-27 | 04:16:00,34.63,89.16,0.29,0.05,0.0,-55.19
2025-06-27 | 04:17:00,34.72,89.05,0.31,0.05,0.0,-53.9
2025-06-27 | 04:18:00,34.78,89.11,0.27,0.05,0.0,-57.63
2025-06-27 | 04:19:00,34.82,89.17,0.26,0.05,0.0,-57.39
2025-06-27 | 04:20:00,34.83,89.29,0.27,0.05,0.0,-57.0
2025-06-27 | 04:21:00,34.81,89.41,0.27,0.05,0.0,-58.11
2025-06-27 | 04:22:00,34.79,89.54,0.28,0.05,0.0,-57.84
2025-06-27 | 04:23:00,34.78,89.66,0.27,0.05,0.0,-57.94
2025-06-27 | 04:24:00,34.78,89.78,0.28,0.05,0.0,-59.54
2025-06-27 | 04:25:00,34.81,89.9,0.26,0.05,0.0,-56.19
2025-06-27 | 04:26:00,34.84,89.74,0.28,0.05,0.0,-57.29
2025-06-27 | 04:27:00,34.87,89.57,0.31,0.05,0.0,-57.37
2025-06-27 | 04:28:00,34.88,89.4,0.28,0.05,0.0,-54.85
2025-06-27 | 04:29:00,34.88,89.24,0.25,0.05,0.0,-56.91
2025-06-27 | 04:30:00,34.85,89.07,0.28,0.05,0.0,-58.07
2025-06-27 | 04:31:00,34.81,89.24,0.26,0.05,0.0,-60.62
2025-06-27 | 04:32:00,34.77,89.4,0.31,0.05,0.0,-58.56
2025-06-27 | 04:33:00,34.75,89.57,0.3,0.05,0.0,-57.31
2025-06-27 | 04:34:00,34.74,89.73,0.29,0.05,0.0,-58.98
2025-06-27 | 04:35:00,34.74,89.9,0.3,0.05,0.0,-56.1
2025-06-27 | 04:36:00,34.75,90.06,0.28,0.05,0.0,-57.51
2025-06-27 | 04:37:00,34.77,89.96,0.3,0.05,0.0,-59.78
2025-06-27 | 04:38:00,34.77,89.86,0.3,0.05,0.0,-55.98
2025-06-27 | 04:39:00,34.77,89.75,0.3,0.05,0.0,-56.63
2025-06-27 | 04:40:00,34.78,89.65,0.31,0.05,0.0,-57.8
2025-06-27 | 04:41:00,34.78,89.55,0.28,0.05,0.0,-57.13
2025-06-27 | 04:42:00,34.8,89.45,0.3,0.05,0.0,-58.28
2025-06-27 | 04:43:00,34.81,89.63,0.27,0.05,0.0,-58.91
2025-06-27 | 04:44:00,34.81,89.8,0.29,0.05,0.0,-59.46
2025-06-27 | 04:45:00,34.79,89.98,0.28,0.05,0.0,-58.17
2025-06-27 | 04:46:00,34.73,90.07,0.29,0.05,0.0,-58.53
2025-06-27 | 04:47:00,34.65,90.16,0.27,0.05,0.0,-53.88
2025-06-27 | 04:48:00,34.54,90.24,0.26,0.05,0.0,-57.5
2025-06-27 | 04:49:00,34.45,90.33,0.28,0.05,0.0,-55.86
2025-06-27 | 04:50:00,34.39,90.42,0.27,0.05,0.0,-60.31
2025-06-27 | 04:51:00,34.39,90.5,0.29,0.05,0.0,-58.19
2025-06-27 | 04:52:00,34.46,90.59,0.24,0.05,0.0,-57.54
2025-06-27 | 04:53:00,34.59,90.67,0.31,0.05,0.0,-55.48
2025-06-27 | 04:54:00,34.75,90.58,0.3,0.05,0.0,-58.84
2025-06-27 | 04:55:00,34.91,90.49,0.29,0.05,0.0,-56.51
2025-06-27 | 04:56:00,35.03,90.4,0.27,0.05,0.0,-56.53
2025-06-27 | 04:57:00,35.09,90.31,0.34,0.05,0.0,-59.0
2025-06-27 | 04:58:00,35.08,90.22,0.28,0.05,0.0,-58.52
2025-06-27 | 04:59:00,35.02,90.13,0.26,0.05,0.0,-57.85
2025-06-27 | 05:00:00,34.94,90.14,0.3,0.05,0.0,-59.43
2025-06-27 | 05:01:00,34.87,90.15,0.29,0.05,0.0,-58.91
2025-06-27 | 05:02:00,34.85,90.16,0.24,0.05,0.0,-57.85
2025-06-27 | 05:03:00,34.87,90.16,0.26,0.05,0.0,-58.71
2025-06-27 | 05:04:00,34.93,90.17,0.28,0.05,0.0,-56.61
2025-06-27 | 05:05:00,35.02,90.35,0.27,0.05,0.0,-58.71
2025-06-27 | 05:06:00,35.09,90.54,0.29,0.05,0.0,-57.25
2025-06-27 | 05:07:00,35.12,90.72,0.29,0.05,0.0,-55.26
2025-06-27 | 05:08:00,35.11,90.81,0.29,0.05,0.0,-56.99
2025-06-27 | 05:09:00,35.06,90.9,0.28,0.05,0.0,-58.83
2025-06-27 | 05:10:00,34.98,89.88,0.3,0.05,0.0,-57.6
2025-06-27 | 05:11:00,34.91,90.39,0.25,0.05,0.0,-57.31
2025-06-27 | 05:12:00,34.87,90.91,0.29,0.05,0.0,-59.13
2025-06-27 | 05:13:00,34.87,90.21,0.29,0.05,0.0,-56.64
2025-06-27 | 05:14:00,34.91,90.3,0.31,0.05,0.0,-57.1
2025-06-27 | 05:15:00,34.98,90.4,0.27,0.05,0.0,-55.48
2025-06-27 | 05:16:00,35.05,90.15,0.26,0.05,0.0,-59.18
2025-06-27 | 05:17:00,35.11,89.9,0.29,0.05,0.0,-59.31
2025-06-27 | 05:18:00,35.13,89.64,0.23,0.05,0.0,-58.38
2025-06-27 | 05:19:00,35.12,90.46,0.23,0.05,0.0,-57.48
2025-06-27 | 05:20:00,35.08,91.28,0.27,0.05,0.0,-58.93
2025-06-27 | 05:21:00,35.02,92.1,0.26,0.05,0.0,-58.67
2025-06-27 | 05:22:00,34.97,91.36,0.26,0.05,0.0,-56.92
2025-06-27 | 05:23:00,34.92,90.62,0.27,0.05,0.0,-61.5
2025-06-27 | 05:24:00,34.89,89.87,0.3,0.05,0.0,-58.03
2025-06-27 | 05:25:00,34.87,90.26,0.24,0.05,0.0,-56.48
2025-06-27 | 05:26:00,34.85,90.65,0.32,0.05,0.0,-57.84
2025-06-27 | 05:27:00,34.84,91.04,0.26,0.05,0.0,-57.8
2025-06-27 | 05:28:00,34.81,91.09,0.31,0.05,0.0,-56.68
2025-06-27 | 05:29:00,34.8,91.15,0.29,0.05,0.0,-55.94
2025-06-27 | 05:30:00,34.78,91.2,0.3,0.05,0.0,-57.39
2025-06-27 | 05:31:00,34.78,91.32,0.27,0.05,0.0,-59.24
2025-06-27 | 05:32:00,34.8,91.43,0.27,0.05,0.0,-58.24
2025-06-27 | 05:33:00,34.84,91.55,0.29,0.05,0.0,-56.05
2025-06-27 | 05:34:00,34.9,91.43,0.3,0.05,0.0,-55.72
2025-06-27 | 05:35:00,34.96,91.32,0.28,0.05,0.0,-59.66
2025-06-27 | 05:36:00,35.02,91.21,0.28,0.05,0.0,-55.05
2025-06-27 | 05:37:00,35.08,91.1,0.3,0.05,0.0,-57.64
2025-06-27 | 05:38:00,35.13,90.99,0.32,0.05,0.0,-55.31
2025-06-27 | 05:39:00,35.17,91.09,0.3,0.05,0.0,-56.91
2025-06-27 | 05:40:00,35.19,91.19,0.27,0.05,0.0,-59.19
2025-06-27 | 05:41:00,35.2,91.29,0.29,0.05,0.0,-57.79
2025-06-27 | 05:42:00,35.19,91.39,0.26,0.05,0.0,-59.1
2025-06-27 | 05:43:00,35.17,91.49,0.28,0.05,0.0,-55.27
2025-06-27 | 05:44:00,35.14,91.59,0.27,0.05,0.0,-57.78
2025-06-27 | 05:45:00,35.1,91.45,0.26,0.05,0.0,-58.93
2025-06-27 | 05:46:00,35.06,91.31,0.27,0.05,0.0,-58.81
2025-06-27 | 05:47:00,35.04,91.17,0.31,0.05,0.0,-56.98
