timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-07-10 | 02:45:00,30.74,71.79,0.27,0.05,0.0,-56.93
2025-07-10 | 02:46:00,30.74,71.79,0.24,0.05,0.0,-57.68
2025-07-10 | 02:47:00,30.73,71.79,0.28,0.05,0.0,-58.92
2025-07-10 | 02:48:00,30.73,71.79,0.29,0.05,0.0,-59.7
2025-07-10 | 02:49:00,30.73,71.78,0.32,0.05,0.0,-56.48
2025-07-10 | 02:50:00,30.73,71.78,0.32,0.05,0.0,-57.29
2025-07-10 | 02:51:00,30.73,71.78,0.27,0.05,0.0,-58.41
2025-07-10 | 02:52:00,30.73,71.78,0.29,0.05,0.0,-57.97
2025-07-10 | 02:53:00,30.73,71.78,0.32,0.05,0.0,-56.68
2025-07-10 | 02:54:00,30.73,71.78,0.27,0.05,0.0,-58.85
2025-07-10 | 02:55:00,30.73,71.78,0.28,0.05,0.0,-58.49
2025-07-10 | 02:56:00,30.73,71.77,0.25,0.05,0.0,-56.93
2025-07-10 | 02:57:00,30.73,71.77,0.31,0.05,0.0,-57.8
2025-07-10 | 02:58:00,30.72,71.77,0.26,0.05,0.0,-57.98
2025-07-10 | 02:59:00,30.72,71.77,0.28,0.05,0.0,-56.29
2025-07-10 | 03:00:00,30.72,71.77,0.25,0.05,0.0,-56.23
2025-07-10 | 03:01:00,30.72,71.77,0.28,0.05,0.0,-58.18
2025-07-10 | 03:02:00,30.72,71.77,0.3,0.05,0.0,-58.27
2025-07-10 | 03:03:00,30.72,71.76,0.24,0.05,0.0,-59.78
2025-07-10 | 03:04:00,30.72,71.76,0.29,0.05,0.0,-57.54
2025-07-10 | 03:05:00,30.72,71.76,0.28,0.05,0.0,-58.93
2025-07-10 | 03:06:00,30.72,71.76,0.3,0.05,0.0,-56.44
2025-07-10 | 03:07:00,30.72,71.76,0.26,0.05,0.0,-57.23
2025-07-10 | 03:08:00,30.72,71.76,0.29,0.05,0.0,-58.17
2025-07-10 | 03:09:00,30.71,71.75,0.28,0.05,0.0,-57.31
2025-07-10 | 03:10:00,30.71,71.75,0.3,0.05,0.0,-58.63
2025-07-10 | 03:11:00,30.71,71.75,0.31,0.05,0.0,-57.55
2025-07-10 | 03:12:00,30.71,71.75,0.31,0.05,0.0,-59.03
2025-07-10 | 03:13:00,30.71,71.74,0.28,0.05,0.0,-57.76
2025-07-10 | 03:14:00,30.71,71.74,0.3,0.05,0.0,-58.31
2025-07-10 | 03:15:00,30.71,71.74,0.28,0.05,0.0,-58.31
2025-07-10 | 03:16:00,30.71,71.74,0.27,0.05,0.0,-57.3
2025-07-10 | 03:17:00,30.71,71.73,0.27,0.05,0.0,-56.8
2025-07-10 | 03:18:00,30.71,71.73,0.28,0.05,0.0,-57.44
2025-07-10 | 03:19:00,30.71,71.73,0.28,0.05,0.0,-60.47
2025-07-10 | 03:20:00,30.7,71.73,0.26,0.05,0.0,-55.61
2025-07-10 | 03:21:00,30.7,71.72,0.29,0.05,0.0,-57.4
2025-07-10 | 03:22:00,30.7,71.72,0.26,0.05,0.0,-56.34
2025-07-10 | 03:23:00,30.7,71.72,0.27,0.05,0.0,-57.62
2025-07-10 | 03:24:00,30.7,71.72,0.25,0.05,0.0,-59.66
2025-07-10 | 03:25:00,30.7,71.71,0.31,0.05,0.0,-59.41
2025-07-10 | 03:26:00,30.7,71.71,0.28,0.05,0.0,-57.55
2025-07-10 | 03:27:00,30.7,71.71,0.27,0.05,0.0,-56.74
2025-07-10 | 03:28:00,30.7,71.7,0.22,0.05,0.0,-58.02
2025-07-10 | 03:29:00,30.7,71.7,0.28,0.05,0.0,-59.35
2025-07-10 | 03:30:00,30.7,71.7,0.28,0.05,0.0,-54.79
2025-07-10 | 03:31:00,30.7,71.69,0.3,0.05,0.0,-54.14
2025-07-10 | 03:32:00,30.7,71.69,0.26,0.05,0.0,-55.68
2025-07-10 | 03:33:00,30.7,71.69,0.3,0.05,0.0,-57.65
2025-07-10 | 03:34:00,30.69,71.68,0.28,0.05,0.0,-56.89
2025-07-10 | 03:35:00,30.69,71.68,0.29,0.05,0.0,-58.3
2025-07-10 | 03:36:00,30.69,71.68,0.29,0.05,0.0,-56.02
2025-07-10 | 03:37:00,30.69,71.67,0.25,0.05,0.0,-55.52
2025-07-10 | 03:38:00,30.69,71.67,0.25,0.05,0.0,-56.57
2025-07-10 | 03:39:00,30.69,71.66,0.29,0.05,0.0,-55.74
2025-07-10 | 03:40:00,30.69,71.66,0.26,0.05,0.0,-57.82
2025-07-10 | 03:41:00,30.69,71.66,0.28,0.05,0.0,-57.47
2025-07-10 | 03:42:00,30.69,71.65,0.29,0.05,0.0,-59.12
2025-07-10 | 03:43:00,30.69,71.65,0.28,0.05,0.0,-57.99
2025-07-10 | 03:44:00,30.69,71.64,0.25,0.05,0.0,-57.27
2025-07-10 | 03:45:00,30.69,71.64,0.33,0.05,0.0,-57.71
2025-07-10 | 03:46:00,30.69,71.64,0.31,0.05,0.0,-57.22
2025-07-10 | 03:47:00,30.69,71.63,0.29,0.05,0.0,-59.73
2025-07-10 | 03:48:00,30.69,71.63,0.27,0.05,0.0,-57.19
2025-07-10 | 03:49:00,30.69,71.62,0.28,0.05,0.0,-59.57
2025-07-10 | 03:50:00,30.69,71.62,0.25,0.05,0.0,-55.96
2025-07-10 | 03:51:00,30.68,71.61,0.25,0.05,0.0,-56.42
2025-07-10 | 03:52:00,30.68,71.61,0.28,0.05,0.0,-58.44
2025-07-10 | 03:53:00,30.68,71.6,0.27,0.05,0.0,-56.14
2025-07-10 | 03:54:00,30.68,71.6,0.29,0.05,0.0,-56.46
2025-07-10 | 03:55:00,30.68,71.59,0.28,0.05,0.0,-58.55
2025-07-10 | 03:56:00,30.68,71.59,0.25,0.05,0.0,-58.28
2025-07-10 | 03:57:00,30.68,71.58,0.26,0.05,0.0,-57.85
2025-07-10 | 03:58:00,30.68,71.58,0.29,0.05,0.0,-59.53
2025-07-10 | 03:59:00,30.68,71.57,0.26,0.05,0.0,-57.74
2025-07-10 | 04:00:00,30.68,71.57,0.28,0.05,0.0,-55.19
2025-07-10 | 04:01:00,30.68,71.56,0.24,0.05,0.0,-56.51
2025-07-10 | 04:02:00,30.68,71.56,0.3,0.05,0.0,-58.31
2025-07-10 | 04:03:00,30.68,71.55,0.26,0.05,0.0,-58.24
2025-07-10 | 04:04:00,30.68,71.55,0.27,0.05,0.0,-57.78
2025-07-10 | 04:05:00,30.68,71.54,0.29,0.05,0.0,-58.29
2025-07-10 | 04:06:00,30.68,71.54,0.34,0.05,0.0,-56.53
2025-07-10 | 04:07:00,30.68,71.53,0.28,0.05,0.0,-57.51
2025-07-10 | 04:08:00,30.68,71.53,0.3,0.05,0.0,-57.5
2025-07-10 | 04:09:00,30.68,71.52,0.28,0.05,0.0,-57.29
2025-07-10 | 04:10:00,30.68,71.52,0.26,0.05,0.0,-57.82
2025-07-10 | 04:11:00,30.68,71.51,0.26,0.05,0.0,-59.26
2025-07-10 | 04:12:00,30.68,71.51,0.28,0.05,0.0,-61.05
2025-07-10 | 04:13:00,30.68,71.5,0.26,0.05,0.0,-56.88
2025-07-10 | 04:14:00,30.68,71.49,0.3,0.05,0.0,-57.58
2025-07-10 | 04:15:00,30.67,71.49,0.29,0.05,0.0,-58.13
2025-07-10 | 04:16:00,30.67,71.48,0.29,0.05,0.0,-58.85
2025-07-10 | 04:17:00,30.67,71.48,0.27,0.05,0.0,-56.31
2025-07-10 | 04:18:00,30.67,71.47,0.27,0.05,0.0,-58.18
2025-07-10 | 04:19:00,30.67,71.47,0.28,0.05,0.0,-56.55
2025-07-10 | 04:20:00,30.67,71.46,0.31,0.05,0.0,-59.09
2025-07-10 | 04:21:00,30.67,71.46,0.27,0.05,0.0,-56.88
2025-07-10 | 04:22:00,30.67,71.45,0.24,0.05,0.0,-60.84
2025-07-10 | 04:23:00,30.67,71.45,0.27,0.05,0.0,-55.29
2025-07-10 | 04:24:00,30.67,71.44,0.29,0.05,0.0,-58.49
2025-07-10 | 04:25:00,30.67,71.44,0.28,0.05,0.0,-56.97
2025-07-10 | 04:26:00,30.67,71.43,0.33,0.05,0.0,-55.77
2025-07-10 | 04:27:00,30.67,71.43,0.24,0.05,0.0,-56.22
2025-07-10 | 04:28:00,30.67,71.42,0.29,0.05,0.0,-59.59
2025-07-10 | 04:29:00,30.67,71.42,0.24,0.05,0.0,-57.43
2025-07-10 | 04:30:00,30.67,71.41,0.27,0.05,0.0,-59.54
2025-07-10 | 04:31:00,30.67,71.41,0.29,0.05,0.0,-60.16
2025-07-10 | 04:32:00,30.67,71.4,0.29,0.05,0.0,-56.77
2025-07-10 | 04:33:00,30.67,71.4,0.27,0.05,0.0,-56.99
2025-07-10 | 04:34:00,30.67,71.39,0.3,0.05,0.0,-57.09
2025-07-10 | 04:35:00,30.67,71.39,0.29,0.05,0.0,-55.97
2025-07-10 | 04:36:00,30.67,71.38,0.26,0.05,0.0,-59.57
2025-07-10 | 04:37:00,30.67,71.38,0.27,0.05,0.0,-58.62
2025-07-10 | 04:38:00,30.67,71.37,0.29,0.05,0.0,-58.14
2025-07-10 | 04:39:00,30.67,71.37,0.31,0.05,0.0,-59.13
2025-07-10 | 04:40:00,30.67,71.37,0.26,0.05,0.0,-57.61
2025-07-10 | 04:41:00,30.67,71.36,0.25,0.05,0.0,-60.43
2025-07-10 | 04:42:00,30.67,71.36,0.28,0.05,0.0,-58.28
2025-07-10 | 04:43:00,30.67,71.35,0.27,0.05,0.0,-60.43
2025-07-10 | 04:44:00,30.67,71.35,0.28,0.05,0.0,-58.18
2025-07-10 | 04:45:00,30.67,71.35,0.25,0.05,0.0,-57.35
2025-07-10 | 04:46:00,30.67,71.34,0.3,0.05,0.0,-57.31
2025-07-10 | 04:47:00,30.67,71.34,0.28,0.05,0.0,-57.45
2025-07-10 | 04:48:00,30.67,71.33,0.25,0.05,0.0,-60.51
2025-07-10 | 04:49:00,30.67,71.33,0.26,0.05,0.0,-59.23
2025-07-10 | 04:50:00,30.67,71.33,0.29,0.05,0.0,-57.92
2025-07-10 | 04:51:00,30.67,71.32,0.26,0.05,0.0,-58.41
2025-07-10 | 04:52:00,30.67,71.32,0.27,0.05,0.0,-55.79
2025-07-10 | 04:53:00,30.67,71.32,0.27,0.05,0.0,-57.99
2025-07-10 | 04:54:00,30.67,71.32,0.29,0.05,0.0,-57.85
2025-07-10 | 04:55:00,30.67,71.31,0.29,0.05,0.0,-55.74
2025-07-10 | 04:56:00,30.67,71.31,0.27,0.05,0.0,-56.12
2025-07-10 | 04:57:00,30.67,71.31,0.25,0.05,0.0,-56.83
2025-07-10 | 04:58:00,30.67,71.3,0.25,0.05,0.0,-55.5
2025-07-10 | 04:59:00,30.67,71.3,0.24,0.05,0.0,-56.13
2025-07-10 | 05:00:00,30.67,71.3,0.26,0.05,0.0,-58.06
2025-07-10 | 05:01:00,30.67,71.3,0.3,0.05,0.0,-55.82
2025-07-10 | 05:02:00,30.67,71.29,0.26,0.05,0.0,-60.75
2025-07-10 | 05:03:00,30.67,71.29,0.26,0.05,0.0,-58.32
2025-07-10 | 05:04:00,30.67,71.29,0.27,0.05,0.0,-56.7
2025-07-10 | 05:05:00,30.67,71.29,0.29,0.05,0.0,-59.3
2025-07-10 | 05:06:00,30.67,71.28,0.27,0.05,0.0,-55.58
2025-07-10 | 05:07:00,30.67,71.28,0.27,0.05,0.0,-59.03
2025-07-10 | 05:08:00,30.67,71.28,0.22,0.05,0.0,-56.91
2025-07-10 | 05:09:00,30.67,71.28,0.27,0.05,0.0,-56.59
2025-07-10 | 05:10:00,30.67,71.28,0.26,0.05,0.0,-58.15
2025-07-10 | 05:11:00,30.67,71.28,0.25,0.05,0.0,-56.5
2025-07-10 | 05:12:00,30.67,71.27,0.29,0.05,0.0,-57.44
2025-07-10 | 05:13:00,30.67,71.27,0.27,0.05,0.0,-57.47
2025-07-10 | 05:14:00,30.67,71.27,0.28,0.05,0.0,-58.3
2025-07-10 | 05:15:00,30.67,71.27,0.25,0.05,0.0,-55.39
2025-07-10 | 05:16:00,30.67,71.27,0.25,0.05,0.0,-57.75
2025-07-10 | 05:17:00,30.67,71.27,0.26,0.05,0.0,-58.37
2025-07-10 | 05:18:00,30.67,71.27,0.27,0.05,0.0,-57.1
2025-07-10 | 05:19:00,30.67,71.26,0.27,0.05,0.0,-57.85
2025-07-10 | 05:20:00,30.67,71.26,0.26,0.05,0.0,-56.11
2025-07-10 | 05:21:00,30.67,71.26,0.28,0.05,0.0,-59.28
2025-07-10 | 05:22:00,30.67,71.26,0.28,0.05,0.0,-58.65
2025-07-10 | 05:23:00,30.67,71.26,0.29,0.05,0.0,-58.31
2025-07-10 | 05:24:00,30.67,71.26,0.29,0.05,0.0,-58.66
2025-07-10 | 05:25:00,30.67,71.26,0.28,0.05,0.0,-58.74
2025-07-10 | 05:26:00,30.67,71.26,0.27,0.05,0.0,-60.7
2025-07-10 | 05:27:00,30.67,71.26,0.33,0.05,0.0,-58.15
2025-07-10 | 05:28:00,30.67,71.26,0.28,0.05,0.0,-61.22
2025-07-10 | 05:29:00,30.67,71.26,0.27,0.05,0.0,-57.94
2025-07-10 | 05:30:00,30.67,71.26,0.28,0.05,0.0,-58.53
2025-07-10 | 05:31:00,30.67,71.26,0.24,0.05,0.0,-57.71
2025-07-10 | 05:32:00,30.67,71.26,0.29,0.05,0.0,-58.57
2025-07-10 | 05:33:00,30.67,71.26,0.27,0.05,0.0,-54.79
2025-07-10 | 05:34:00,30.67,71.26,0.25,0.05,0.0,-56.21
2025-07-10 | 05:35:00,30.67,71.26,0.31,0.05,0.0,-58.49
2025-07-10 | 05:36:00,30.67,71.26,0.31,0.05,0.0,-59.15
2025-07-10 | 05:37:00,30.67,71.26,0.29,0.05,0.0,-58.14
2025-07-10 | 05:38:00,30.67,71.26,0.27,0.05,0.0,-56.76
2025-07-10 | 05:39:00,30.67,71.26,0.31,0.05,0.0,-55.43
2025-07-10 | 05:40:00,30.67,71.26,0.27,0.05,0.0,-57.18
2025-07-10 | 05:41:00,30.67,71.26,0.24,0.05,0.0,-58.62
2025-07-10 | 05:42:00,30.67,71.26,0.26,0.05,0.0,-57.08
2025-07-10 | 05:43:00,30.67,71.26,0.27,0.05,0.0,-57.67
2025-07-10 | 05:44:00,30.67,71.26,0.26,0.05,0.0,-57.32
2025-07-10 | 05:45:00,30.67,71.26,0.28,0.05,0.0,-58.13
2025-07-10 | 05:46:00,30.67,71.26,0.3,0.05,0.0,-59.37
