timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-06-25 | 00:29:00,30.29,75.21,0.28,0.05,0.0,-56.2
2025-06-25 | 00:30:00,31.23,78.58,0.31,0.05,0.0,-58.24
2025-06-25 | 00:31:00,30.37,81.36,0.28,0.05,0.0,-57.45
2025-06-25 | 00:32:00,30.74,79.02,0.3,0.05,0.0,-58.74
2025-06-25 | 00:33:00,29.41,71.65,0.26,0.05,0.0,-58.0
2025-06-25 | 00:34:00,32.91,72.87,0.23,0.05,0.0,-57.23
2025-06-25 | 00:35:00,29.52,72.2,0.22,0.05,0.0,-59.08
2025-06-25 | 00:36:00,30.46,74.5,0.3,0.05,0.0,-56.35
2025-06-25 | 00:37:00,31.64,78.17,0.3,0.05,0.0,-55.34
2025-06-25 | 00:38:00,31.24,82.61,0.32,0.05,0.0,-57.17
2025-06-25 | 00:39:00,31.88,77.29,0.27,0.05,0.0,-56.98
2025-06-25 | 00:40:00,29.15,71.12,0.32,0.05,0.0,-57.68
2025-06-25 | 00:41:00,30.6,72.12,0.24,0.05,0.0,-56.69
2025-06-25 | 00:42:00,30.84,71.98,0.32,0.05,0.0,-56.33
2025-06-25 | 00:43:00,31.41,74.31,0.29,0.05,0.0,-56.88
2025-06-25 | 00:44:00,31.09,77.42,0.27,0.05,0.0,-57.38
2025-06-25 | 00:45:00,32.69,74.53,0.26,0.05,0.0,-57.78
2025-06-25 | 00:46:00,31.06,72.62,0.29,0.05,0.0,-60.07
2025-06-25 | 00:47:00,31.57,68.03,0.26,0.05,0.0,-56.89
2025-06-25 | 00:48:00,32.4,79.21,0.22,0.05,0.0,-57.79
2025-06-25 | 00:49:00,31.11,71.35,0.26,0.05,0.0,-58.79
2025-06-25 | 00:50:00,30.98,72.83,0.3,0.05,0.0,-57.77
2025-06-25 | 00:51:00,30.02,81.8,0.3,0.05,0.0,-60.66
2025-06-25 | 00:52:00,31.39,68.52,0.28,0.05,0.0,-57.11
2025-06-25 | 00:53:00,30.53,80.14,0.24,0.05,0.0,-55.24
2025-06-25 | 00:54:00,31.66,71.01,0.3,0.05,0.0,-56.21
2025-06-25 | 00:55:00,31.41,71.63,0.27,0.05,0.0,-55.22
2025-06-25 | 00:56:00,31.63,73.59,0.33,0.05,0.0,-55.89
2025-06-25 | 00:57:00,30.71,73.19,0.26,0.05,0.0,-56.48
2025-06-25 | 00:58:00,30.78,76.16,0.27,0.05,0.0,-58.21
2025-06-25 | 00:59:00,31.03,74.38,0.28,0.05,0.0,-59.28
2025-06-25 | 01:00:00,30.72,74.16,0.27,0.05,0.0,-56.39
2025-06-25 | 01:01:00,30.42,72.01,0.28,0.05,0.0,-55.66
2025-06-25 | 01:02:00,31.56,70.26,0.33,0.05,0.0,-57.88
2025-06-25 | 01:03:00,31.1,80.37,0.26,0.05,0.0,-57.8
2025-06-25 | 01:04:00,31.22,69.26,0.29,0.05,0.0,-57.78
2025-06-25 | 01:05:00,29.75,73.36,0.26,0.05,0.0,-58.1
2025-06-25 | 01:06:00,31.72,70.17,0.25,0.05,0.0,-54.89
2025-06-25 | 01:07:00,31.59,75.25,0.26,0.05,0.0,-55.95
2025-06-25 | 01:08:00,31.78,81.87,0.26,0.05,0.0,-59.05
2025-06-25 | 01:09:00,31.71,79.45,0.28,0.05,0.0,-57.54
2025-06-25 | 01:10:00,32.81,78.23,0.24,0.05,0.0,-58.32
2025-06-25 | 01:11:00,31.67,75.87,0.22,0.05,0.0,-57.54
2025-06-25 | 01:12:00,30.87,69.94,0.29,0.05,0.0,-55.63
2025-06-25 | 01:13:00,32.49,68.78,0.27,0.05,0.0,-55.9
2025-06-25 | 01:14:00,32.02,70.17,0.28,0.05,0.0,-59.28
2025-06-25 | 01:15:00,32.58,79.44,0.27,0.05,0.0,-59.09
2025-06-25 | 01:16:00,30.63,74.76,0.27,0.05,0.0,-57.95
2025-06-25 | 01:17:00,30.66,69.98,0.28,0.05,0.0,-55.78
2025-06-25 | 01:18:00,31.39,76.17,0.26,0.05,0.0,-56.51
2025-06-25 | 01:19:00,30.38,74.02,0.26,0.05,0.0,-56.77
2025-06-25 | 01:20:00,32.01,79.91,0.27,0.05,0.0,-56.22
2025-06-25 | 01:21:00,30.54,78.08,0.23,0.05,0.0,-57.9
2025-06-25 | 01:22:00,31.53,71.28,0.25,0.05,0.0,-57.87
2025-06-25 | 01:23:00,30.43,68.87,0.23,0.05,0.0,-59.62
2025-06-25 | 01:24:00,30.49,75.44,0.27,0.05,0.0,-58.5
2025-06-25 | 01:25:00,30.6,74.43,0.24,0.05,0.0,-56.77
2025-06-25 | 01:26:00,31.8,78.02,0.25,0.05,0.0,-55.04
2025-06-25 | 01:27:00,29.37,71.46,0.3,0.05,0.0,-57.49
2025-06-25 | 01:28:00,31.16,76.48,0.27,0.05,0.0,-55.91
2025-06-25 | 01:29:00,30.69,72.29,0.26,0.05,0.0,-57.79
2025-06-25 | 01:30:00,30.86,72.01,0.29,0.05,0.0,-59.06
2025-06-25 | 01:31:00,31.0,78.12,0.29,0.05,0.0,-58.72
2025-06-25 | 01:32:00,30.39,74.75,0.27,0.05,0.0,-57.33
2025-06-25 | 01:33:00,31.86,72.8,0.27,0.05,0.0,-56.34
2025-06-25 | 01:34:00,30.23,71.28,0.28,0.05,0.0,-55.36
2025-06-25 | 01:35:00,30.35,71.86,0.29,0.05,0.0,-59.83
2025-06-25 | 01:36:00,31.31,78.31,0.27,0.05,0.0,-57.06
2025-06-25 | 01:37:00,30.68,73.16,0.3,0.05,0.0,-58.51
2025-06-25 | 01:38:00,31.21,66.82,0.27,0.05,0.0,-57.81
2025-06-25 | 01:39:00,32.07,76.4,0.29,0.05,0.0,-56.38
2025-06-25 | 01:40:00,31.08,75.03,0.28,0.05,0.0,-55.47
2025-06-25 | 01:41:00,29.61,71.05,0.28,0.05,0.0,-56.65
2025-06-25 | 01:42:00,30.87,79.1,0.26,0.05,0.0,-57.33
2025-06-25 | 01:43:00,31.86,71.07,0.28,0.05,0.0,-56.24
2025-06-25 | 01:44:00,32.26,71.87,0.25,0.05,0.0,-56.81
2025-06-25 | 01:45:00,30.56,75.06,0.29,0.05,0.0,-58.31
2025-06-25 | 01:46:00,30.79,75.37,0.25,0.05,0.0,-57.74
2025-06-25 | 01:47:00,31.75,74.98,0.35,0.05,0.0,-57.05
2025-06-25 | 01:48:00,30.95,74.06,0.27,0.05,0.0,-55.96
2025-06-25 | 01:49:00,31.67,72.37,0.28,0.05,0.0,-54.32
2025-06-25 | 01:50:00,30.94,75.97,0.32,0.05,0.0,-59.37
2025-06-25 | 01:51:00,30.44,75.82,0.27,0.05,0.0,-55.7
2025-06-25 | 01:52:00,31.65,77.11,0.27,0.05,0.0,-58.82
2025-06-25 | 01:53:00,30.45,68.1,0.28,0.05,0.0,-58.01
2025-06-25 | 01:54:00,29.39,71.52,0.31,0.05,0.0,-57.36
2025-06-25 | 01:55:00,32.39,74.58,0.27,0.05,0.0,-58.6
2025-06-25 | 01:56:00,32.01,80.07,0.24,0.05,0.0,-60.4
2025-06-25 | 01:57:00,30.24,71.74,0.32,0.05,0.0,-58.97
2025-06-25 | 01:58:00,30.63,67.68,0.34,0.05,0.0,-54.79
2025-06-25 | 01:59:00,30.23,74.41,0.26,0.05,0.0,-58.35
2025-06-25 | 02:00:00,32.26,74.48,0.3,0.05,0.0,-57.77
2025-06-25 | 02:01:00,30.51,73.18,0.24,0.05,0.0,-59.37
2025-06-25 | 02:02:00,30.44,76.57,0.29,0.05,0.0,-55.37
2025-06-25 | 02:03:00,29.84,74.47,0.27,0.05,0.0,-56.76
2025-06-25 | 02:04:00,30.98,71.14,0.28,0.05,0.0,-56.17
2025-06-25 | 02:05:00,29.64,78.53,0.26,0.05,0.0,-59.69
2025-06-25 | 02:06:00,30.44,68.7,0.32,0.05,0.0,-57.13
2025-06-25 | 02:07:00,30.99,75.85,0.28,0.05,0.0,-56.23
2025-06-25 | 02:08:00,29.92,76.69,0.28,0.05,0.0,-58.76
2025-06-25 | 02:09:00,31.75,70.12,0.29,0.05,0.0,-56.07
2025-06-25 | 02:10:00,30.97,68.66,0.28,0.05,0.0,-54.29
2025-06-25 | 02:11:00,30.7,78.69,0.3,0.05,0.0,-59.95
2025-06-25 | 02:12:00,32.02,74.72,0.27,0.05,0.0,-58.03
2025-06-25 | 02:13:00,30.63,73.37,0.3,0.05,0.0,-58.64
2025-06-25 | 02:14:00,29.87,76.47,0.3,0.05,0.0,-57.82
2025-06-25 | 02:15:00,31.36,72.62,0.26,0.05,0.0,-57.68
2025-06-25 | 02:16:00,30.77,71.81,0.29,0.05,0.0,-59.37
2025-06-25 | 02:17:00,30.58,71.68,0.28,0.05,0.0,-57.62
2025-06-25 | 02:18:00,32.68,72.43,0.26,0.05,0.0,-61.02
2025-06-25 | 02:19:00,30.23,71.32,0.29,0.05,0.0,-58.5
2025-06-25 | 02:20:00,29.75,73.22,0.27,0.05,0.0,-60.25
2025-06-25 | 02:21:00,31.32,75.22,0.26,0.05,0.0,-56.69
2025-06-25 | 02:22:00,31.12,75.03,0.28,0.05,0.0,-59.07
2025-06-25 | 02:23:00,30.79,75.63,0.28,0.05,0.0,-55.66
2025-06-25 | 02:24:00,30.05,77.61,0.29,0.05,0.0,-56.16
2025-06-25 | 02:25:00,30.79,74.66,0.29,0.05,0.0,-57.1
2025-06-25 | 02:26:00,30.75,77.7,0.29,0.05,0.0,-58.15
2025-06-25 | 02:27:00,31.17,74.72,0.27,0.05,0.0,-57.59
2025-06-25 | 02:28:00,31.62,77.8,0.25,0.05,0.0,-57.98
2025-06-25 | 02:29:00,30.96,77.01,0.31,0.05,0.0,-57.17
2025-06-25 | 02:30:00,31.91,62.76,0.23,0.05,0.0,-56.71
2025-06-25 | 02:31:00,31.14,79.17,0.29,0.05,0.0,-59.11
2025-06-25 | 02:32:00,31.43,73.03,0.28,0.05,0.0,-57.72
2025-06-25 | 02:33:00,31.4,74.99,0.27,0.05,0.0,-58.38
2025-06-25 | 02:34:00,31.04,69.99,0.27,0.05,0.0,-56.67
2025-06-25 | 02:35:00,32.24,75.59,0.27,0.05,0.0,-59.77
2025-06-25 | 02:36:00,31.47,68.65,0.28,0.05,0.0,-59.01
2025-06-25 | 02:37:00,29.6,75.93,0.26,0.05,0.0,-55.63
2025-06-25 | 02:38:00,31.66,79.69,0.32,0.05,0.0,-54.31
2025-06-25 | 02:39:00,32.18,71.19,0.26,0.05,0.0,-58.31
2025-06-25 | 02:40:00,30.25,83.79,0.27,0.05,0.0,-55.94
2025-06-25 | 02:41:00,29.84,74.13,0.26,0.05,0.0,-57.97
2025-06-25 | 02:42:00,30.85,75.17,0.26,0.05,0.0,-59.73
2025-06-25 | 02:43:00,31.05,71.29,0.28,0.05,0.0,-56.15
2025-06-25 | 02:44:00,32.46,68.15,0.26,0.05,0.0,-57.33
2025-06-25 | 02:45:00,30.78,70.22,0.29,0.05,0.0,-58.38
2025-06-25 | 02:46:00,31.54,76.09,0.33,0.05,0.0,-56.28
2025-06-25 | 02:47:00,30.5,71.27,0.3,0.05,0.0,-56.96
2025-06-25 | 02:48:00,31.94,75.11,0.28,0.05,0.0,-56.58
2025-06-25 | 02:49:00,31.56,71.28,0.27,0.05,0.0,-58.1
2025-06-25 | 02:50:00,32.73,72.81,0.26,0.05,0.0,-55.18
2025-06-25 | 02:51:00,30.44,71.82,0.32,0.05,0.0,-56.75
2025-06-25 | 02:52:00,30.03,73.5,0.27,0.05,0.0,-57.76
2025-06-25 | 02:53:00,31.94,73.58,0.26,0.05,0.0,-58.48
2025-06-25 | 02:54:00,31.95,71.74,0.29,0.05,0.0,-58.14
2025-06-25 | 02:55:00,31.28,75.61,0.29,0.05,0.0,-57.8
2025-06-25 | 02:56:00,30.52,78.62,0.25,0.05,0.0,-60.14
2025-06-25 | 02:57:00,31.41,72.18,0.28,0.05,0.0,-59.79
2025-06-25 | 02:58:00,31.44,76.79,0.27,0.05,0.0,-54.13
2025-06-25 | 02:59:00,28.76,74.93,0.23,0.05,0.0,-55.65
2025-06-25 | 03:00:00,32.73,78.26,0.25,0.05,0.0,-59.12
2025-06-25 | 03:01:00,31.7,75.36,0.3,0.05,0.0,-56.11
2025-06-25 | 03:02:00,30.03,71.1,0.27,0.05,0.0,-55.76
2025-06-25 | 03:03:00,30.21,70.5,0.28,0.05,0.0,-58.07
2025-06-25 | 03:04:00,32.7,74.37,0.31,0.05,0.0,-60.21
2025-06-25 | 03:05:00,31.3,73.31,0.23,0.05,0.0,-55.3
2025-06-25 | 03:06:00,32.44,74.72,0.29,0.05,0.0,-57.41
2025-06-25 | 03:07:00,30.62,77.14,0.3,0.05,0.0,-56.71
2025-06-25 | 03:08:00,31.54,73.56,0.27,0.05,0.0,-60.12
2025-06-25 | 03:09:00,31.05,73.87,0.28,0.05,0.0,-54.59
2025-06-25 | 03:10:00,30.64,75.98,0.29,0.05,0.0,-57.17
2025-06-25 | 03:11:00,31.89,74.49,0.29,0.05,0.0,-56.36
2025-06-25 | 03:12:00,31.42,72.0,0.32,0.05,0.0,-58.18
2025-06-25 | 03:13:00,30.26,74.05,0.29,0.05,0.0,-54.65
2025-06-25 | 03:14:00,32.43,78.1,0.3,0.05,0.0,-56.52
2025-06-25 | 03:15:00,31.45,73.33,0.29,0.05,0.0,-56.74
2025-06-25 | 03:16:00,30.29,78.26,0.25,0.05,0.0,-57.81
2025-06-25 | 03:17:00,31.56,67.01,0.27,0.05,0.0,-59.17
2025-06-25 | 03:18:00,31.86,73.55,0.27,0.05,0.0,-57.53
2025-06-25 | 03:19:00,30.52,74.33,0.26,0.05,0.0,-57.74
2025-06-25 | 03:20:00,30.64,72.88,0.29,0.05,0.0,-56.5
2025-06-25 | 03:21:00,30.33,81.33,0.27,0.05,0.0,-56.59
2025-06-25 | 03:22:00,32.68,74.55,0.27,0.05,0.0,-56.59
2025-06-25 | 03:23:00,30.94,76.14,0.29,0.05,0.0,-61.2
2025-06-25 | 03:24:00,30.87,77.43,0.26,0.05,0.0,-56.0
2025-06-25 | 03:25:00,31.04,71.76,0.3,0.05,0.0,-57.0
2025-06-25 | 03:26:00,30.66,73.37,0.25,0.05,0.0,-58.09
2025-06-25 | 03:27:00,30.91,74.98,0.28,0.05,0.0,-59.75
2025-06-25 | 03:28:00,30.42,73.67,0.27,0.05,0.0,-58.32
2025-06-25 | 03:29:00,31.61,70.1,0.29,0.05,0.0,-55.71
2025-06-25 | 03:30:00,30.4,69.2,0.28,0.05,0.0,-59.9
2025-06-25 | 03:31:00,30.57,69.39,0.27,0.05,0.0,-57.26
2025-06-25 | 03:32:00,31.15,67.96,0.3,0.05,0.0,-57.65
2025-06-25 | 03:33:00,31.48,73.63,0.27,0.05,0.0,-57.36
2025-06-25 | 03:34:00,30.99,74.52,0.25,0.05,0.0,-57.56
2025-06-25 | 03:35:00,30.31,70.25,0.29,0.05,0.0,-56.34
2025-06-25 | 03:36:00,30.58,75.37,0.26,0.05,0.0,-58.7
2025-06-25 | 03:37:00,31.99,70.74,0.24,0.05,0.0,-58.1
2025-06-25 | 03:38:00,30.95,71.22,0.25,0.05,0.0,-56.59
2025-06-25 | 03:39:00,31.24,75.36,0.28,0.05,0.0,-55.73
2025-06-25 | 03:40:00,31.25,79.94,0.29,0.05,0.0,-56.1
2025-06-25 | 03:41:00,31.48,73.16,0.28,0.05,0.0,-56.31
2025-06-25 | 03:42:00,31.04,74.74,0.31,0.05,0.0,-58.34
2025-06-25 | 03:43:00,31.66,70.29,0.29,0.05,0.0,-60.43
2025-06-25 | 03:44:00,31.33,74.71,0.24,0.05,0.0,-59.02
2025-06-25 | 03:45:00,29.66,74.94,0.28,0.05,0.0,-57.49
2025-06-25 | 03:46:00,31.82,70.47,0.28,0.05,0.0,-57.79
2025-06-25 | 03:47:00,29.82,74.96,0.27,0.05,0.0,-56.93
2025-06-25 | 03:48:00,30.81,80.93,0.28,0.05,0.0,-58.69
2025-06-25 | 03:49:00,31.01,75.22,0.28,0.05,0.0,-59.36
2025-06-25 | 03:50:00,30.52,78.84,0.27,0.05,0.0,-58.14
2025-06-25 | 03:51:00,30.36,70.35,0.25,0.05,0.0,-59.56
2025-06-25 | 03:52:00,31.99,75.38,0.25,0.05,0.0,-58.3
2025-06-25 | 03:53:00,31.52,74.14,0.32,0.05,0.0,-57.19
2025-06-25 | 03:54:00,30.73,73.66,0.29,0.05,0.0,-58.63
2025-06-25 | 03:55:00,29.54,74.46,0.24,0.05,0.0,-59.76
2025-06-25 | 03:56:00,31.69,74.55,0.27,0.05,0.0,-56.2
2025-06-25 | 03:57:00,31.37,70.97,0.24,0.05,0.0,-59.21
2025-06-25 | 03:58:00,30.61,77.82,0.24,0.05,0.0,-57.35
2025-06-25 | 03:59:00,31.23,72.28,0.26,0.05,0.0,-56.04
2025-06-25 | 04:00:00,32.42,73.85,0.3,0.05,0.0,-55.27
2025-06-25 | 04:01:00,31.11,72.77,0.29,0.05,0.0,-57.46
2025-06-25 | 04:02:00,28.4,74.62,0.26,0.05,0.0,-55.69
2025-06-25 | 04:03:00,31.48,75.35,0.26,0.05,0.0,-60.14
2025-06-25 | 04:04:00,30.58,82.52,0.28,0.05,0.0,-58.39
2025-06-25 | 04:05:00,29.39,77.96,0.3,0.05,0.0,-56.04
2025-06-25 | 04:06:00,30.74,74.31,0.28,0.05,0.0,-58.87
2025-06-25 | 04:07:00,30.73,75.7,0.28,0.05,0.0,-58.57
2025-06-25 | 04:08:00,30.8,72.39,0.25,0.05,0.0,-56.74
2025-06-25 | 04:09:00,32.46,74.62,0.29,0.05,0.0,-54.56
2025-06-25 | 04:10:00,31.13,69.86,0.27,0.05,0.0,-58.03
2025-06-25 | 04:11:00,30.01,67.88,0.29,0.05,0.0,-56.52
2025-06-25 | 04:12:00,31.74,70.36,0.29,0.05,0.0,-56.9
2025-06-25 | 04:13:00,30.56,74.5,0.3,0.05,0.0,-60.22
2025-06-25 | 04:14:00,28.86,71.48,0.31,0.05,0.0,-56.2
2025-06-25 | 04:15:00,31.41,71.79,0.3,0.05,0.0,-55.97
2025-06-25 | 04:16:00,31.74,79.59,0.28,0.05,0.0,-54.38
2025-06-25 | 04:17:00,31.63,66.03,0.23,0.05,0.0,-55.67
2025-06-25 | 04:18:00,31.46,77.07,0.28,0.05,0.0,-58.81
2025-06-25 | 04:19:00,30.25,70.14,0.26,0.05,0.0,-57.81
2025-06-25 | 04:20:00,31.21,67.66,0.25,0.05,0.0,-56.55
2025-06-25 | 04:21:00,30.91,77.58,0.28,0.05,0.0,-58.36
2025-06-25 | 04:22:00,31.66,75.04,0.29,0.05,0.0,-60.05
2025-06-25 | 04:23:00,30.91,77.62,0.32,0.05,0.0,-59.7
2025-06-25 | 04:24:00,31.53,76.79,0.27,0.05,0.0,-57.84
2025-06-25 | 04:25:00,29.05,74.31,0.28,0.05,0.0,-57.28
2025-06-25 | 04:26:00,32.23,74.44,0.28,0.05,0.0,-58.81
2025-06-25 | 04:27:00,30.78,75.9,0.23,0.05,0.0,-56.15
2025-06-25 | 04:28:00,31.83,75.27,0.29,0.05,0.0,-59.98
2025-06-25 | 04:29:00,30.77,72.3,0.27,0.05,0.0,-58.29
2025-06-25 | 04:30:00,30.25,79.36,0.29,0.05,0.0,-58.62
2025-06-25 | 04:31:00,32.03,75.86,0.29,0.05,0.0,-58.71
2025-06-25 | 04:32:00,32.09,73.2,0.28,0.05,0.0,-57.67
2025-06-25 | 04:33:00,30.91,76.68,0.27,0.05,0.0,-56.85
2025-06-25 | 04:34:00,31.15,77.65,0.26,0.05,0.0,-55.73
2025-06-25 | 04:35:00,32.35,66.71,0.3,0.05,0.0,-57.27
2025-06-25 | 04:36:00,31.21,70.63,0.29,0.05,0.0,-56.85
2025-06-25 | 04:37:00,32.21,69.49,0.29,0.05,0.0,-54.49
2025-06-25 | 04:38:00,30.94,75.89,0.34,0.05,0.0,-60.38
2025-06-25 | 04:39:00,30.98,75.02,0.29,0.05,0.0,-59.73
2025-06-25 | 04:40:00,31.01,75.13,0.25,0.05,0.0,-56.19
2025-06-25 | 04:41:00,31.26,73.65,0.21,0.05,0.0,-56.74
2025-06-25 | 04:42:00,29.84,71.35,0.3,0.05,0.0,-59.06
2025-06-25 | 04:43:00,30.59,74.85,0.27,0.05,0.0,-59.54
2025-06-25 | 04:44:00,30.66,71.74,0.27,0.05,0.0,-57.67
2025-06-25 | 04:45:00,29.71,77.07,0.29,0.05,0.0,-58.66
2025-06-25 | 04:46:00,31.68,69.93,0.28,0.05,0.0,-57.23
2025-06-25 | 04:47:00,29.78,74.05,0.28,0.05,0.0,-58.18
2025-06-25 | 04:48:00,28.69,82.3,0.31,0.05,0.0,-58.34
2025-06-25 | 04:49:00,31.36,74.22,0.26,0.05,0.0,-57.84
2025-06-25 | 04:50:00,30.79,76.43,0.26,0.05,0.0,-59.84
2025-06-25 | 04:51:00,31.68,73.51,0.25,0.05,0.0,-55.5
2025-06-25 | 04:52:00,29.87,71.84,0.29,0.05,0.0,-55.96
2025-06-25 | 04:53:00,31.32,74.49,0.27,0.05,0.0,-56.73
2025-06-25 | 04:54:00,31.01,71.24,0.25,0.05,0.0,-56.69
2025-06-25 | 04:55:00,30.34,73.54,0.25,0.05,0.0,-58.06
2025-06-25 | 04:56:00,30.44,75.49,0.26,0.05,0.0,-58.16
2025-06-25 | 04:57:00,30.79,73.26,0.28,0.05,0.0,-58.38
2025-06-25 | 04:58:00,30.98,75.5,0.28,0.05,0.0,-53.82
2025-06-25 | 04:59:00,31.55,72.13,0.3,0.05,0.0,-58.51
2025-06-25 | 05:00:00,30.17,75.85,0.3,0.05,0.0,-58.42
2025-06-25 | 05:01:00,31.69,75.95,0.3,0.05,0.0,-56.34
2025-06-25 | 05:02:00,30.63,75.48,0.27,0.05,0.0,-57.98
2025-06-25 | 05:03:00,30.36,72.57,0.29,0.05,0.0,-59.48
2025-06-25 | 05:04:00,30.75,73.11,0.26,0.05,0.0,-58.99
2025-06-25 | 05:05:00,31.47,77.28,0.25,0.05,0.0,-57.21
2025-06-25 | 05:06:00,30.91,73.96,0.29,0.05,0.0,-58.45
2025-06-25 | 05:07:00,30.77,72.81,0.26,0.05,0.0,-58.32
2025-06-25 | 05:08:00,30.23,79.94,0.28,0.05,0.0,-56.55
2025-06-25 | 05:09:00,30.94,76.16,0.26,0.05,0.0,-56.99
2025-06-25 | 05:10:00,31.64,71.51,0.31,0.05,0.0,-57.93
2025-06-25 | 05:11:00,29.57,75.05,0.23,0.05,0.0,-56.57
2025-06-25 | 05:12:00,32.01,75.31,0.26,0.05,0.0,-57.03
2025-06-25 | 05:13:00,30.36,77.73,0.26,0.05,0.0,-59.08
2025-06-25 | 05:14:00,30.3,74.43,0.25,0.05,0.0,-56.78
2025-06-25 | 05:15:00,31.37,72.46,0.3,0.05,0.0,-56.33
2025-06-25 | 05:16:00,29.14,73.44,0.28,0.05,0.0,-57.45
2025-06-25 | 05:17:00,31.34,78.16,0.26,0.05,0.0,-58.77
2025-06-25 | 05:18:00,30.28,73.7,0.28,0.05,0.0,-57.02
2025-06-25 | 05:19:00,29.61,75.91,0.25,0.05,0.0,-56.27
2025-06-25 | 05:20:00,31.08,70.47,0.31,0.05,0.0,-56.91
2025-06-25 | 05:21:00,30.87,72.91,0.28,0.05,0.0,-57.18
2025-06-25 | 05:22:00,30.56,70.64,0.27,0.05,0.0,-56.12
2025-06-25 | 05:23:00,31.96,72.02,0.26,0.05,0.0,-58.05
2025-06-25 | 05:24:00,31.25,75.0,0.26,0.05,0.0,-56.75
2025-06-25 | 05:25:00,31.06,73.74,0.27,0.05,0.0,-57.52
2025-06-25 | 05:26:00,29.69,71.92,0.29,0.05,0.0,-56.24
2025-06-25 | 05:27:00,30.47,71.64,0.28,0.05,0.0,-54.51
2025-06-25 | 05:28:00,31.96,70.96,0.27,0.05,0.0,-58.15
2025-06-25 | 05:29:00,30.07,71.32,0.27,0.05,0.0,-54.91
2025-06-25 | 05:30:00,29.6,75.13,0.31,0.05,0.0,-58.67
2025-06-25 | 05:31:00,31.0,80.33,0.27,0.05,0.0,-58.01
2025-06-25 | 05:32:00,31.41,72.98,0.25,0.05,0.0,-56.3
2025-06-25 | 05:33:00,31.68,74.41,0.27,0.05,0.0,-57.77
2025-06-25 | 05:34:00,31.27,77.09,0.29,0.05,0.0,-56.34
2025-06-25 | 05:35:00,30.68,69.92,0.28,0.05,0.0,-58.22
2025-06-25 | 05:36:00,30.4,75.31,0.28,0.05,0.0,-59.79
2025-06-25 | 05:37:00,30.81,66.5,0.28,0.05,0.0,-58.83
2025-06-25 | 05:38:00,31.42,75.35,0.27,0.05,0.0,-56.91
2025-06-25 | 05:39:00,30.99,74.87,0.25,0.05,0.0,-57.76
2025-06-25 | 05:40:00,30.63,68.45,0.3,0.05,0.0,-58.34
2025-06-25 | 05:41:00,31.95,71.57,0.28,0.05,0.0,-57.02
2025-06-25 | 05:42:00,29.74,75.44,0.29,0.05,0.0,-55.81
2025-06-25 | 05:43:00,29.69,80.56,0.27,0.05,0.0,-56.16
2025-06-25 | 05:44:00,32.31,73.69,0.3,0.05,0.0,-59.31
2025-06-25 | 05:45:00,31.34,74.63,0.27,0.05,0.0,-58.57
2025-06-25 | 05:46:00,30.89,73.15,0.29,0.05,0.0,-57.87
2025-06-25 | 05:47:00,29.69,78.42,0.27,0.05,0.0,-59.15
