timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-07-10 | 00:32:00,28.63,79.7,0.27,0.05,0.0,-58.76
2025-07-10 | 00:33:00,28.62,79.68,0.27,0.05,0.0,-57.88
2025-07-10 | 00:34:00,28.62,79.66,0.27,0.05,0.0,-59.34
2025-07-10 | 00:35:00,28.61,79.64,0.27,0.05,0.0,-57.67
2025-07-10 | 00:36:00,28.61,79.61,0.3,0.05,0.0,-56.47
2025-07-10 | 00:37:00,28.61,79.58,0.25,0.05,0.0,-55.82
2025-07-10 | 00:38:00,28.6,79.55,0.28,0.05,0.0,-55.54
2025-07-10 | 00:39:00,28.6,79.53,0.26,0.05,0.0,-57.8
2025-07-10 | 00:40:00,28.6,79.5,0.3,0.05,0.0,-55.64
2025-07-10 | 00:41:00,28.6,79.47,0.27,0.05,0.0,-59.38
2025-07-10 | 00:42:00,28.6,79.44,0.25,0.05,0.0,-57.59
2025-07-10 | 00:43:00,28.6,79.41,0.3,0.05,0.0,-57.47
2025-07-10 | 00:44:00,28.61,79.39,0.28,0.05,0.0,-58.63
2025-07-10 | 00:45:00,28.61,79.36,0.29,0.05,0.0,-57.94
2025-07-10 | 00:46:00,28.62,79.34,0.27,0.05,0.0,-56.59
2025-07-10 | 00:47:00,28.63,79.32,0.26,0.05,0.0,-58.16
2025-07-10 | 00:48:00,28.64,79.3,0.26,0.05,0.0,-56.29
2025-07-10 | 00:49:00,28.66,79.29,0.27,0.05,0.0,-58.26
2025-07-10 | 00:50:00,28.67,79.28,0.29,0.05,0.0,-59.11
2025-07-10 | 00:51:00,28.69,79.27,0.26,0.05,0.0,-60.48
2025-07-10 | 00:52:00,28.71,79.26,0.28,0.05,0.0,-55.62
2025-07-10 | 00:53:00,28.74,79.26,0.28,0.05,0.0,-55.71
2025-07-10 | 00:54:00,28.77,79.26,0.33,0.05,0.0,-55.39
2025-07-10 | 00:55:00,28.81,79.26,0.31,0.05,0.0,-55.92
2025-07-10 | 00:56:00,28.85,79.27,0.31,0.05,0.0,-57.54
2025-07-10 | 00:57:00,28.89,79.28,0.31,0.05,0.0,-57.09
2025-07-10 | 00:58:00,28.95,79.29,0.3,0.05,0.0,-56.99
2025-07-10 | 00:59:00,29.0,79.31,0.22,0.05,0.0,-57.18
2025-07-10 | 01:00:00,29.07,79.33,0.27,0.05,0.0,-58.12
2025-07-10 | 01:01:00,29.14,79.35,0.27,0.05,0.0,-55.97
2025-07-10 | 01:02:00,29.21,79.36,0.27,0.05,0.0,-58.83
2025-07-10 | 01:03:00,29.29,79.36,0.28,0.05,0.0,-56.0
2025-07-10 | 01:04:00,29.37,79.35,0.3,0.05,0.0,-57.36
2025-07-10 | 01:05:00,29.45,79.32,0.27,0.05,0.0,-56.94
2025-07-10 | 01:06:00,29.53,79.26,0.31,0.05,0.0,-55.09
2025-07-10 | 01:07:00,29.61,79.24,0.27,0.05,0.0,-54.64
2025-07-10 | 01:08:00,29.69,79.29,0.28,0.05,0.0,-56.29
2025-07-10 | 01:09:00,29.76,79.45,0.28,0.05,0.0,-56.98
2025-07-10 | 01:10:00,29.83,79.63,0.31,0.05,0.0,-57.63
2025-07-10 | 01:11:00,29.9,78.4,0.3,0.05,0.0,-56.08
2025-07-10 | 01:12:00,29.96,73.02,0.31,0.05,0.0,-59.1
2025-07-10 | 01:13:00,30.02,71.6,0.27,0.05,0.0,-57.5
2025-07-10 | 01:14:00,30.07,71.85,0.3,0.05,0.0,-58.81
2025-07-10 | 01:15:00,30.12,72.13,0.29,0.05,0.0,-56.3
2025-07-10 | 01:16:00,30.16,72.09,0.27,0.05,0.0,-58.35
2025-07-10 | 01:17:00,30.2,71.99,0.26,0.05,0.0,-57.32
2025-07-10 | 01:18:00,30.24,71.93,0.27,0.05,0.0,-56.12
2025-07-10 | 01:19:00,30.28,71.9,0.25,0.05,0.0,-55.96
2025-07-10 | 01:20:00,30.31,71.89,0.27,0.05,0.0,-55.89
2025-07-10 | 01:21:00,30.33,71.89,0.29,0.05,0.0,-57.29
2025-07-10 | 01:22:00,30.36,71.9,0.32,0.05,0.0,-56.11
2025-07-10 | 01:23:00,30.38,71.91,0.29,0.05,0.0,-57.95
2025-07-10 | 01:24:00,30.4,71.91,0.3,0.05,0.0,-59.12
2025-07-10 | 01:25:00,30.42,71.92,0.31,0.05,0.0,-59.29
2025-07-10 | 01:26:00,30.44,71.93,0.29,0.05,0.0,-55.77
2025-07-10 | 01:27:00,30.45,71.93,0.26,0.05,0.0,-59.42
2025-07-10 | 01:28:00,30.47,71.94,0.31,0.05,0.0,-57.64
2025-07-10 | 01:29:00,30.48,71.94,0.25,0.05,0.0,-57.93
2025-07-10 | 01:30:00,30.49,71.95,0.3,0.05,0.0,-57.64
2025-07-10 | 01:31:00,30.5,71.95,0.23,0.05,0.0,-57.77
2025-07-10 | 01:32:00,30.51,71.95,0.31,0.05,0.0,-57.02
2025-07-10 | 01:33:00,30.52,71.96,0.25,0.05,0.0,-57.02
2025-07-10 | 01:34:00,30.53,71.96,0.26,0.05,0.0,-58.35
2025-07-10 | 01:35:00,30.53,71.96,0.3,0.05,0.0,-57.48
2025-07-10 | 01:36:00,30.54,71.96,0.25,0.05,0.0,-57.35
2025-07-10 | 01:37:00,30.55,71.96,0.28,0.05,0.0,-60.22
2025-07-10 | 01:38:00,30.56,71.97,0.28,0.05,0.0,-58.49
2025-07-10 | 01:39:00,30.57,71.97,0.23,0.05,0.0,-58.75
2025-07-10 | 01:40:00,30.57,71.97,0.25,0.05,0.0,-56.3
2025-07-10 | 01:41:00,30.58,71.97,0.29,0.05,0.0,-56.56
2025-07-10 | 01:42:00,30.59,71.97,0.24,0.05,0.0,-57.26
2025-07-10 | 01:43:00,30.6,71.97,0.25,0.05,0.0,-59.2
2025-07-10 | 01:44:00,30.6,71.96,0.28,0.05,0.0,-57.77
2025-07-10 | 01:45:00,30.61,71.96,0.28,0.05,0.0,-56.73
2025-07-10 | 01:46:00,30.61,71.96,0.27,0.05,0.0,-56.77
2025-07-10 | 01:47:00,30.62,71.96,0.26,0.05,0.0,-57.52
2025-07-10 | 01:48:00,30.63,71.96,0.33,0.05,0.0,-57.3
2025-07-10 | 01:49:00,30.63,71.96,0.24,0.05,0.0,-57.62
2025-07-10 | 01:50:00,30.64,71.95,0.27,0.05,0.0,-57.08
2025-07-10 | 01:51:00,30.64,71.95,0.28,0.05,0.0,-57.27
2025-07-10 | 01:52:00,30.65,71.95,0.3,0.05,0.0,-57.15
2025-07-10 | 01:53:00,30.65,71.95,0.31,0.05,0.0,-54.55
2025-07-10 | 01:54:00,30.66,71.94,0.29,0.05,0.0,-57.31
2025-07-10 | 01:55:00,30.66,71.94,0.25,0.05,0.0,-58.37
2025-07-10 | 01:56:00,30.67,71.94,0.28,0.05,0.0,-57.54
2025-07-10 | 01:57:00,30.67,71.93,0.33,0.05,0.0,-58.29
2025-07-10 | 01:58:00,30.68,71.93,0.29,0.05,0.0,-56.92
2025-07-10 | 01:59:00,30.68,71.93,0.28,0.05,0.0,-56.89
2025-07-10 | 02:00:00,30.68,71.92,0.25,0.05,0.0,-56.54
2025-07-10 | 02:01:00,30.69,71.92,0.29,0.05,0.0,-58.1
2025-07-10 | 02:02:00,30.69,71.92,0.28,0.05,0.0,-57.08
2025-07-10 | 02:03:00,30.69,71.91,0.23,0.05,0.0,-54.85
2025-07-10 | 02:04:00,30.7,71.91,0.26,0.05,0.0,-55.2
2025-07-10 | 02:05:00,30.7,71.9,0.3,0.05,0.0,-56.46
2025-07-10 | 02:06:00,30.7,71.9,0.26,0.05,0.0,-57.62
2025-07-10 | 02:07:00,30.71,71.9,0.26,0.05,0.0,-55.27
2025-07-10 | 02:08:00,30.71,71.89,0.29,0.05,0.0,-57.01
2025-07-10 | 02:09:00,30.71,71.89,0.3,0.05,0.0,-57.59
2025-07-10 | 02:10:00,30.71,71.88,0.3,0.05,0.0,-56.06
2025-07-10 | 02:11:00,30.72,71.88,0.27,0.05,0.0,-58.86
2025-07-10 | 02:12:00,30.72,71.87,0.27,0.05,0.0,-56.43
2025-07-10 | 02:13:00,30.72,71.87,0.3,0.05,0.0,-55.68
2025-07-10 | 02:14:00,30.72,71.87,0.3,0.05,0.0,-59.26
2025-07-10 | 02:15:00,30.72,71.86,0.29,0.05,0.0,-56.52
2025-07-10 | 02:16:00,30.73,71.86,0.28,0.05,0.0,-56.97
2025-07-10 | 02:17:00,30.73,71.85,0.28,0.05,0.0,-58.53
2025-07-10 | 02:18:00,30.73,71.85,0.28,0.05,0.0,-54.38
2025-07-10 | 02:19:00,30.73,71.85,0.29,0.05,0.0,-57.18
2025-07-10 | 02:20:00,30.73,71.84,0.27,0.05,0.0,-57.89
2025-07-10 | 02:21:00,30.73,71.84,0.28,0.05,0.0,-59.15
2025-07-10 | 02:22:00,30.73,71.84,0.24,0.05,0.0,-56.32
2025-07-10 | 02:23:00,30.74,71.83,0.25,0.05,0.0,-58.97
2025-07-10 | 02:24:00,30.74,71.83,0.24,0.05,0.0,-57.63
2025-07-10 | 02:25:00,30.74,71.83,0.23,0.05,0.0,-59.43
2025-07-10 | 02:26:00,30.74,71.83,0.26,0.05,0.0,-56.38
2025-07-10 | 02:27:00,30.74,71.82,0.27,0.05,0.0,-58.02
2025-07-10 | 02:28:00,30.74,71.82,0.25,0.05,0.0,-57.94
2025-07-10 | 02:29:00,30.74,71.82,0.28,0.05,0.0,-57.94
2025-07-10 | 02:30:00,30.74,71.82,0.3,0.05,0.0,-56.68
2025-07-10 | 02:31:00,30.74,71.81,0.27,0.05,0.0,-59.27
2025-07-10 | 02:32:00,30.74,71.81,0.29,0.05,0.0,-56.76
2025-07-10 | 02:33:00,30.74,71.81,0.3,0.05,0.0,-57.29
2025-07-10 | 02:34:00,30.74,71.81,0.27,0.05,0.0,-57.98
2025-07-10 | 02:35:00,30.74,71.81,0.28,0.05,0.0,-56.17
2025-07-10 | 02:36:00,30.74,71.8,0.27,0.05,0.0,-61.62
2025-07-10 | 02:37:00,30.74,71.8,0.29,0.05,0.0,-58.28
2025-07-10 | 02:38:00,30.74,71.8,0.29,0.05,0.0,-57.54
2025-07-10 | 02:39:00,30.74,71.8,0.32,0.05,0.0,-55.96
2025-07-10 | 02:40:00,30.74,71.8,0.27,0.05,0.0,-54.4
2025-07-10 | 02:41:00,30.74,71.8,0.26,0.05,0.0,-58.9
2025-07-10 | 02:42:00,30.74,71.79,0.28,0.05,0.0,-58.47
2025-07-10 | 02:43:00,30.74,71.79,0.32,0.05,0.0,-58.67
2025-07-10 | 02:44:00,30.74,71.79,0.28,0.05,0.0,-58.52
2025-07-10 | 02:45:00,30.74,71.79,0.28,0.05,0.0,-55.49
2025-07-10 | 02:46:00,30.74,71.79,0.25,0.05,0.0,-57.41
2025-07-10 | 02:47:00,30.73,71.79,0.26,0.05,0.0,-58.39
2025-07-10 | 02:48:00,30.73,71.79,0.3,0.05,0.0,-55.34
2025-07-10 | 02:49:00,30.73,71.78,0.25,0.05,0.0,-58.73
2025-07-10 | 02:50:00,30.73,71.78,0.33,0.05,0.0,-58.13
2025-07-10 | 02:51:00,30.73,71.78,0.32,0.05,0.0,-58.32
2025-07-10 | 02:52:00,30.73,71.78,0.27,0.05,0.0,-57.02
2025-07-10 | 02:53:00,30.73,71.78,0.31,0.05,0.0,-56.83
2025-07-10 | 02:54:00,30.73,71.78,0.26,0.05,0.0,-55.41
2025-07-10 | 02:55:00,30.73,71.78,0.29,0.05,0.0,-56.6
2025-07-10 | 02:56:00,30.73,71.77,0.26,0.05,0.0,-56.35
2025-07-10 | 02:57:00,30.73,71.77,0.31,0.05,0.0,-58.08
2025-07-10 | 02:58:00,30.72,71.77,0.26,0.05,0.0,-59.12
2025-07-10 | 02:59:00,30.72,71.77,0.29,0.05,0.0,-55.92
2025-07-10 | 03:00:00,30.72,71.77,0.26,0.05,0.0,-57.61
2025-07-10 | 03:01:00,30.72,71.77,0.27,0.05,0.0,-57.76
2025-07-10 | 03:02:00,30.72,71.77,0.25,0.05,0.0,-58.1
2025-07-10 | 03:03:00,30.72,71.76,0.22,0.05,0.0,-56.4
2025-07-10 | 03:04:00,30.72,71.76,0.29,0.05,0.0,-59.35
2025-07-10 | 03:05:00,30.72,71.76,0.25,0.05,0.0,-57.41
2025-07-10 | 03:06:00,30.72,71.76,0.3,0.05,0.0,-55.22
2025-07-10 | 03:07:00,30.72,71.76,0.25,0.05,0.0,-57.24
2025-07-10 | 03:08:00,30.72,71.76,0.24,0.05,0.0,-56.7
2025-07-10 | 03:09:00,30.71,71.75,0.27,0.05,0.0,-57.21
2025-07-10 | 03:10:00,30.71,71.75,0.32,0.05,0.0,-59.54
2025-07-10 | 03:11:00,30.71,71.75,0.25,0.05,0.0,-57.11
2025-07-10 | 03:12:00,30.71,71.75,0.28,0.05,0.0,-59.4
2025-07-10 | 03:13:00,30.71,71.74,0.26,0.05,0.0,-58.98
2025-07-10 | 03:14:00,30.71,71.74,0.26,0.05,0.0,-57.07
2025-07-10 | 03:15:00,30.71,71.74,0.26,0.05,0.0,-59.54
2025-07-10 | 03:16:00,30.71,71.74,0.29,0.05,0.0,-59.96
2025-07-10 | 03:17:00,30.71,71.73,0.26,0.05,0.0,-56.37
2025-07-10 | 03:18:00,30.71,71.73,0.33,0.05,0.0,-57.62
2025-07-10 | 03:19:00,30.71,71.73,0.27,0.05,0.0,-57.93
2025-07-10 | 03:20:00,30.7,71.73,0.3,0.05,0.0,-60.51
2025-07-10 | 03:21:00,30.7,71.72,0.29,0.05,0.0,-59.6
2025-07-10 | 03:22:00,30.7,71.72,0.26,0.05,0.0,-59.09
2025-07-10 | 03:23:00,30.7,71.72,0.31,0.05,0.0,-57.17
2025-07-10 | 03:24:00,30.7,71.72,0.29,0.05,0.0,-58.37
2025-07-10 | 03:25:00,30.7,71.71,0.25,0.05,0.0,-56.3
2025-07-10 | 03:26:00,30.7,71.71,0.26,0.05,0.0,-57.71
2025-07-10 | 03:27:00,30.7,71.71,0.29,0.05,0.0,-55.58
2025-07-10 | 03:28:00,30.7,71.7,0.3,0.05,0.0,-56.88
2025-07-10 | 03:29:00,30.7,71.7,0.27,0.05,0.0,-60.0
2025-07-10 | 03:30:00,30.7,71.7,0.29,0.05,0.0,-54.79
2025-07-10 | 03:31:00,30.7,71.69,0.26,0.05,0.0,-56.79
2025-07-10 | 03:32:00,30.7,71.69,0.28,0.05,0.0,-55.89
2025-07-10 | 03:33:00,30.7,71.69,0.26,0.05,0.0,-53.79
2025-07-10 | 03:34:00,30.69,71.68,0.27,0.05,0.0,-56.41
2025-07-10 | 03:35:00,30.69,71.68,0.3,0.05,0.0,-56.32
2025-07-10 | 03:36:00,30.69,71.68,0.27,0.05,0.0,-56.86
2025-07-10 | 03:37:00,30.69,71.67,0.29,0.05,0.0,-57.6
2025-07-10 | 03:38:00,30.69,71.67,0.32,0.05,0.0,-53.92
2025-07-10 | 03:39:00,30.69,71.66,0.3,0.05,0.0,-58.17
2025-07-10 | 03:40:00,30.69,71.66,0.27,0.05,0.0,-57.06
2025-07-10 | 03:41:00,30.69,71.66,0.25,0.05,0.0,-54.97
2025-07-10 | 03:42:00,30.69,71.65,0.26,0.05,0.0,-57.21
2025-07-10 | 03:43:00,30.69,71.65,0.31,0.05,0.0,-54.44
2025-07-10 | 03:44:00,30.69,71.64,0.27,0.05,0.0,-55.15
2025-07-10 | 03:45:00,30.69,71.64,0.24,0.05,0.0,-58.01
2025-07-10 | 03:46:00,30.69,71.64,0.26,0.05,0.0,-57.53
2025-07-10 | 03:47:00,30.69,71.63,0.25,0.05,0.0,-59.15
2025-07-10 | 03:48:00,30.69,71.63,0.26,0.05,0.0,-57.33
2025-07-10 | 03:49:00,30.69,71.62,0.28,0.05,0.0,-57.36
2025-07-10 | 03:50:00,30.69,71.62,0.29,0.05,0.0,-57.99
2025-07-10 | 03:51:00,30.68,71.61,0.26,0.05,0.0,-56.16
2025-07-10 | 03:52:00,30.68,71.61,0.22,0.05,0.0,-56.8
2025-07-10 | 03:53:00,30.68,71.6,0.3,0.05,0.0,-56.71
2025-07-10 | 03:54:00,30.68,71.6,0.28,0.05,0.0,-59.41
2025-07-10 | 03:55:00,30.68,71.59,0.27,0.05,0.0,-56.45
2025-07-10 | 03:56:00,30.68,71.59,0.26,0.05,0.0,-57.56
2025-07-10 | 03:57:00,30.68,71.58,0.25,0.05,0.0,-58.11
2025-07-10 | 03:58:00,30.68,71.58,0.29,0.05,0.0,-57.95
2025-07-10 | 03:59:00,30.68,71.57,0.32,0.05,0.0,-59.28
2025-07-10 | 04:00:00,30.68,71.57,0.27,0.05,0.0,-58.85
2025-07-10 | 04:01:00,30.68,71.56,0.25,0.05,0.0,-56.29
2025-07-10 | 04:02:00,30.68,71.56,0.24,0.05,0.0,-57.41
2025-07-10 | 04:03:00,30.68,71.55,0.26,0.05,0.0,-59.21
2025-07-10 | 04:04:00,30.68,71.55,0.25,0.05,0.0,-56.39
2025-07-10 | 04:05:00,30.68,71.54,0.28,0.05,0.0,-58.22
2025-07-10 | 04:06:00,30.68,71.54,0.29,0.05,0.0,-58.7
2025-07-10 | 04:07:00,30.68,71.53,0.26,0.05,0.0,-57.88
2025-07-10 | 04:08:00,30.68,71.53,0.28,0.05,0.0,-58.18
2025-07-10 | 04:09:00,30.68,71.52,0.26,0.05,0.0,-54.92
2025-07-10 | 04:10:00,30.68,71.52,0.29,0.05,0.0,-54.58
2025-07-10 | 04:11:00,30.68,71.51,0.25,0.05,0.0,-54.95
2025-07-10 | 04:12:00,30.68,71.51,0.31,0.05,0.0,-55.84
2025-07-10 | 04:13:00,30.68,71.5,0.29,0.05,0.0,-59.98
2025-07-10 | 04:14:00,30.68,71.49,0.27,0.05,0.0,-56.06
2025-07-10 | 04:15:00,30.67,71.49,0.3,0.05,0.0,-60.14
2025-07-10 | 04:16:00,30.67,71.48,0.26,0.05,0.0,-57.83
2025-07-10 | 04:17:00,30.67,71.48,0.26,0.05,0.0,-55.09
2025-07-10 | 04:18:00,30.67,71.47,0.31,0.05,0.0,-56.27
2025-07-10 | 04:19:00,30.67,71.47,0.26,0.05,0.0,-56.77
2025-07-10 | 04:20:00,30.67,71.46,0.29,0.05,0.0,-57.64
2025-07-10 | 04:21:00,30.67,71.46,0.3,0.05,0.0,-58.48
2025-07-10 | 04:22:00,30.67,71.45,0.32,0.05,0.0,-58.74
2025-07-10 | 04:23:00,30.67,71.45,0.3,0.05,0.0,-55.66
2025-07-10 | 04:24:00,30.67,71.44,0.31,0.05,0.0,-56.67
2025-07-10 | 04:25:00,30.67,71.44,0.31,0.05,0.0,-57.86
2025-07-10 | 04:26:00,30.67,71.43,0.27,0.05,0.0,-57.32
2025-07-10 | 04:27:00,30.67,71.43,0.29,0.05,0.0,-57.35
2025-07-10 | 04:28:00,30.67,71.42,0.25,0.05,0.0,-60.58
2025-07-10 | 04:29:00,30.67,71.42,0.29,0.05,0.0,-56.19
2025-07-10 | 04:30:00,30.67,71.41,0.32,0.05,0.0,-56.08
2025-07-10 | 04:31:00,30.67,71.41,0.28,0.05,0.0,-55.96
2025-07-10 | 04:32:00,30.67,71.4,0.29,0.05,0.0,-57.47
2025-07-10 | 04:33:00,30.67,71.4,0.28,0.05,0.0,-57.09
2025-07-10 | 04:34:00,30.67,71.39,0.27,0.05,0.0,-56.65
2025-07-10 | 04:35:00,30.67,71.39,0.28,0.05,0.0,-57.64
2025-07-10 | 04:36:00,30.67,71.38,0.24,0.05,0.0,-57.2
2025-07-10 | 04:37:00,30.67,71.38,0.27,0.05,0.0,-56.34
2025-07-10 | 04:38:00,30.67,71.37,0.3,0.05,0.0,-55.12
2025-07-10 | 04:39:00,30.67,71.37,0.3,0.05,0.0,-60.02
2025-07-10 | 04:40:00,30.67,71.37,0.34,0.05,0.0,-60.7
2025-07-10 | 04:41:00,30.67,71.36,0.28,0.05,0.0,-56.67
2025-07-10 | 04:42:00,30.67,71.36,0.29,0.05,0.0,-56.42
2025-07-10 | 04:43:00,30.67,71.35,0.28,0.05,0.0,-57.06
2025-07-10 | 04:44:00,30.67,71.35,0.31,0.05,0.0,-58.62
2025-07-10 | 04:45:00,30.67,71.35,0.28,0.05,0.0,-56.6
2025-07-10 | 04:46:00,30.67,71.34,0.26,0.05,0.0,-55.47
2025-07-10 | 04:47:00,30.67,71.34,0.25,0.05,0.0,-57.47
2025-07-10 | 04:48:00,30.67,71.33,0.28,0.05,0.0,-56.42
2025-07-10 | 04:49:00,30.67,71.33,0.32,0.05,0.0,-58.72
2025-07-10 | 04:50:00,30.67,71.33,0.27,0.05,0.0,-57.42
2025-07-10 | 04:51:00,30.67,71.32,0.29,0.05,0.0,-56.6
2025-07-10 | 04:52:00,30.67,71.32,0.27,0.05,0.0,-57.94
2025-07-10 | 04:53:00,30.67,71.32,0.28,0.05,0.0,-58.4
2025-07-10 | 04:54:00,30.67,71.32,0.28,0.05,0.0,-60.97
2025-07-10 | 04:55:00,30.67,71.31,0.27,0.05,0.0,-56.0
2025-07-10 | 04:56:00,30.67,71.31,0.27,0.05,0.0,-58.05
2025-07-10 | 04:57:00,30.67,71.31,0.29,0.05,0.0,-58.07
2025-07-10 | 04:58:00,30.67,71.3,0.29,0.05,0.0,-57.58
2025-07-10 | 04:59:00,30.67,71.3,0.28,0.05,0.0,-56.06
2025-07-10 | 05:00:00,30.67,71.3,0.27,0.05,0.0,-58.76
2025-07-10 | 05:01:00,30.67,71.3,0.28,0.05,0.0,-59.59
2025-07-10 | 05:02:00,30.67,71.29,0.3,0.05,0.0,-58.61
2025-07-10 | 05:03:00,30.67,71.29,0.27,0.05,0.0,-58.74
2025-07-10 | 05:04:00,30.67,71.29,0.3,0.05,0.0,-58.26
2025-07-10 | 05:05:00,30.67,71.29,0.26,0.05,0.0,-55.65
2025-07-10 | 05:06:00,30.67,71.28,0.3,0.05,0.0,-57.84
2025-07-10 | 05:07:00,30.67,71.28,0.26,0.05,0.0,-59.04
2025-07-10 | 05:08:00,30.67,71.28,0.23,0.05,0.0,-58.08
2025-07-10 | 05:09:00,30.67,71.28,0.28,0.05,0.0,-57.93
2025-07-10 | 05:10:00,30.67,71.28,0.27,0.05,0.0,-57.07
2025-07-10 | 05:11:00,30.67,71.28,0.31,0.05,0.0,-60.32
2025-07-10 | 05:12:00,30.67,71.27,0.25,0.05,0.0,-56.95
2025-07-10 | 05:13:00,30.67,71.27,0.25,0.05,0.0,-58.06
2025-07-10 | 05:14:00,30.67,71.27,0.29,0.05,0.0,-56.88
2025-07-10 | 05:15:00,30.67,71.27,0.27,0.05,0.0,-55.88
2025-07-10 | 05:16:00,30.67,71.27,0.25,0.05,0.0,-57.7
2025-07-10 | 05:17:00,30.67,71.27,0.27,0.05,0.0,-58.42
2025-07-10 | 05:18:00,30.67,71.27,0.31,0.05,0.0,-58.98
2025-07-10 | 05:19:00,30.67,71.26,0.27,0.05,0.0,-57.01
2025-07-10 | 05:20:00,30.67,71.26,0.26,0.05,0.0,-56.3
2025-07-10 | 05:21:00,30.67,71.26,0.25,0.05,0.0,-57.25
2025-07-10 | 05:22:00,30.67,71.26,0.29,0.05,0.0,-56.55
2025-07-10 | 05:23:00,30.67,71.26,0.32,0.05,0.0,-56.99
2025-07-10 | 05:24:00,30.67,71.26,0.29,0.05,0.0,-57.58
2025-07-10 | 05:25:00,30.67,71.26,0.27,0.05,0.0,-55.43
2025-07-10 | 05:26:00,30.67,71.26,0.26,0.05,0.0,-58.28
2025-07-10 | 05:27:00,30.67,71.26,0.29,0.05,0.0,-58.16
2025-07-10 | 05:28:00,30.67,71.26,0.29,0.05,0.0,-56.19
2025-07-10 | 05:29:00,30.67,71.26,0.27,0.05,0.0,-57.56
2025-07-10 | 05:30:00,30.67,71.26,0.29,0.05,0.0,-58.76
2025-07-10 | 05:31:00,30.67,71.26,0.3,0.05,0.0,-60.14
2025-07-10 | 05:32:00,30.67,71.26,0.26,0.05,0.0,-57.98
2025-07-10 | 05:33:00,30.67,71.26,0.29,0.05,0.0,-55.6
2025-07-10 | 05:34:00,30.67,71.26,0.22,0.05,0.0,-59.9
2025-07-10 | 05:35:00,30.67,71.26,0.29,0.05,0.0,-57.4
2025-07-10 | 05:36:00,30.67,71.26,0.28,0.05,0.0,-56.57
2025-07-10 | 05:37:00,30.67,71.26,0.28,0.05,0.0,-57.55
2025-07-10 | 05:38:00,30.67,71.26,0.27,0.05,0.0,-55.81
2025-07-10 | 05:39:00,30.67,71.26,0.28,0.05,0.0,-56.28
2025-07-10 | 05:40:00,30.67,71.26,0.28,0.05,0.0,-57.3
2025-07-10 | 05:41:00,30.67,71.26,0.3,0.05,0.0,-57.76
2025-07-10 | 05:42:00,30.67,71.26,0.29,0.05,0.0,-56.97
2025-07-10 | 05:43:00,30.67,71.26,0.29,0.05,0.0,-58.01
2025-07-10 | 05:44:00,30.67,71.26,0.27,0.05,0.0,-55.95
2025-07-10 | 05:45:00,30.67,71.26,0.29,0.05,0.0,-56.72
2025-07-10 | 05:46:00,30.67,71.26,0.26,0.05,0.0,-57.57
